mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
GPU,1#,65536#,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,65536#,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,65536#,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,65536#,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,131072,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,131072,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,131072,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,131072,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,262144,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,262144,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,262144,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,262144,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,524288,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,524288,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,524288,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,524288,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,1048576,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,1048576,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,1048576,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,1048576,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,2097152,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,2097152,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,2097152,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,2097152,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,4194304,1GB#,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,4194304,5GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,4194304,10GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,1#,4194304,20GB,1#,4s,"0 MB",0,0,0,0,0,0,"0 MB/s","0 MB/s"
GPU,2,65536#,1GB#,2,4s,"128.000 B",0.001,0.001,0.002,0.019,0.001,4.025,"112.409 KB/s ","5.083 KB/s"
GPU,2,65536#,5GB,2,4s,"5.000 GB",2.017,0.002,0.002,1.750,0.000,7.831,"2.479 GB/s ","1.305 GB/s"
GPU,2,65536#,10GB,2,4s,"10.000 GB",4.198,0.002,0.002,2.544,0.001,10.865,"2.382 GB/s ","1.456 GB/s"
GPU,2,65536#,20GB,2,4s,"20.000 GB",7.338,0.002,0.002,2.494,0.001,14.060,"2.726 GB/s ","1.987 GB/s"
GPU,2,131072,1GB#,2,4s,"128.000 B",0.001,0.001,0.002,0.011,0.001,4.016,"110.424 KB/s ","7.604 KB/s"
GPU,2,131072,5GB,2,4s,"5.000 GB",2.035,0.002,0.002,1.682,0.001,7.783,"2.457 GB/s ","1.321 GB/s"
