mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
CPU,2,4194304,5GB,2,4s,"5.000 GB",2.032,0.002,0.005,1.439,0.001,7.552,"2.461 GB/s ","1.407 GB/s"
CPU,2,4194304,10GB,2,4s,"10.000 GB",4.138,0.002,0.004,2.094,0.001,10.395,"2.416 GB/s ","1.563 GB/s"
CPU,2,4194304,20GB,2,4s,"20.000 GB",7.526,0.002,0.002,2.360,0.000,14.169,"2.657 GB/s ","1.966 GB/s"
CPU,4,65536,1GB,4,4s,"1.000 GB",0.391,0.001,0.002,0.471,0.000,4.870,"2.559 GB/s ","1.149 GB/s"
CPU,4,65536,5GB,4,4s,"5.000 GB",1.750,0.001,0.003,1.433,0.000,7.215,"2.856 GB/s ","1.555 GB/s"
CPU,4,65536,10GB,4,4s,"10.000 GB",3.568,0.001,0.001,2.080,0.001,9.711,"2.803 GB/s ","1.751 GB/s"
CPU,4,65536,20GB,4,4s,"20.000 GB",7.163,0.001,0.021,2.291,0.000,13.589,"2.792 GB/s ","2.085 GB/s"
CPU,4,131072,1GB,4,4s,"1.000 GB",0.389,0.001,0.001,0.387,0.000,4.784,"2.567 GB/s ","1.274 GB/s"
CPU,4,131072,5GB,4,4s,"5.000 GB",1.753,0.001,0.001,1.557,0.000,7.340,"2.852 GB/s ","1.496 GB/s"
CPU,4,131072,10GB,4,4s,"10.000 GB",3.571,0.001,0.009,2.392,0.001,10.032,"2.800 GB/s ","1.657 GB/s"
CPU,4,131072,20GB,4,4s,"20.000 GB",7.292,0.001,1.538,2.791,0.001,15.737,"2.742 GB/s ","1.703 GB/s"
CPU,4,262144,1GB,4,4s,"1.000 GB",0.391,0.001,0.003,0.499,0.001,4.900,"2.561 GB/s ","1.110 GB/s"
CPU,4,262144,5GB,4,4s,"5.000 GB",1.738,0.001,0.004,1.609,0.000,7.379,"2.876 GB/s ","1.479 GB/s"
CPU,4,262144,10GB,4,4s,"10.000 GB",3.595,0.001,0.011,2.646,0.001,10.312,"2.781 GB/s ","1.584 GB/s"
CPU,4,262144,20GB,4,4s,"20.000 GB",7.416,0.001,0.001,2.474,0.001,14.005,"2.696 GB/s ","1.999 GB/s"
CPU,4,524288,1GB,4,4s,"1.000 GB",0.391,0.001,0.002,0.480,0.001,4.881,"2.559 GB/s ","1.135 GB/s"
CPU,4,524288,5GB,4,4s,"5.000 GB",1.746,0.000,0.005,1.435,0.000,7.213,"2.863 GB/s ","1.556 GB/s"
CPU,4,524288,10GB,4,4s,"10.000 GB",3.611,0.001,0.007,2.145,0.001,9.823,"2.770 GB/s ","1.717 GB/s"
CPU,4,524288,20GB,4,4s,"20.000 GB",7.127,0.001,0.018,2.600,0.000,13.860,"2.806 GB/s ","2.028 GB/s"
CPU,4,1048576,1GB,4,4s,"1.000 GB",0.389,0.001,0.001,0.506,0.001,4.904,"2.572 GB/s ","1.105 GB/s"
CPU,4,1048576,5GB,4,4s,"5.000 GB",1.750,0.000,0.005,1.452,0.000,7.234,"2.857 GB/s ","1.546 GB/s"
CPU,4,1048576,10GB,4,4s,"10.000 GB",3.570,0.001,0.010,2.669,0.001,10.310,"2.801 GB/s ","1.584 GB/s"
CPU,4,1048576,20GB,4,4s,"20.000 GB",7.237,0.001,0.052,2.690,0.000,14.093,"2.764 GB/s ","1.981 GB/s"
CPU,4,2097152,1GB,4,4s,"1.000 GB",0.391,0.001,0.078,0.380,0.000,4.855,"2.554 GB/s ","1.168 GB/s"
CPU,4,2097152,5GB,4,4s,"5.000 GB",1.753,0.001,0.003,1.569,0.001,7.354,"2.852 GB/s ","1.490 GB/s"
CPU,4,2097152,10GB,4,4s,"10.000 GB",3.581,0.001,0.012,2.320,0.001,9.975,"2.792 GB/s ","1.673 GB/s"
CPU,4,2097152,20GB,4,4s,"20.000 GB",7.212,0.001,0.007,2.564,0.001,13.896,"2.772 GB/s ","2.021 GB/s"
CPU,4,4194304,1GB,4,4s,"1.000 GB",0.390,0.001,0.002,0.482,0.001,4.880,"2.564 GB/s ","1.136 GB/s"
CPU,4,4194304,5GB,4,4s,"5.000 GB",1.757,0.001,0.001,1.415,0.000,7.201,"2.846 GB/s ","1.562 GB/s"
CPU,4,4194304,10GB,4,4s,"10.000 GB",3.533,0.001,0.010,2.017,0.000,9.621,"2.830 GB/s ","1.778 GB/s"
CPU,4,4194304,20GB,4,4s,"20.000 GB",7.300,0.001,0.005,2.465,0.000,13.884,"2.739 GB/s ","2.022 GB/s"
CPU,8,65536,1GB,8,4s,"1.000 GB",0.595,0.001,0.018,0.522,0.001,5.142,"1.680 GB/s ","896.972 MB/s"
CPU,8,65536,5GB,8,4s,"5.000 GB",2.628,0.001,0.071,1.463,0.000,8.184,"1.902 GB/s ","1.194 GB/s"
CPU,8,65536,10GB,8,4s,"10.000 GB",4.680,0.000,0.002,2.333,0.001,11.064,"2.137 GB/s ","1.415 GB/s"
CPU,8,65536,20GB,8,4s,"20.000 GB",8.861,0.001,0.006,2.190,0.000,15.157,"2.257 GB/s ","1.792 GB/s"
CPU,8,131072,1GB,8,4s,"1.000 GB",0.588,0.001,0.012,0.519,0.000,5.124,"1.701 GB/s ","910.945 MB/s"
CPU,8,131072,5GB,8,4s,"5.000 GB",2.749,0.001,0.002,1.473,0.000,8.247,"1.818 GB/s ","1.177 GB/s"
CPU,8,131072,10GB,8,4s,"10.000 GB",5.201,0.001,0.008,2.140,0.000,11.401,"1.922 GB/s ","1.351 GB/s"
CPU,8,131072,20GB,8,4s,"20.000 GB",9.947,0.000,0.051,2.354,0.000,16.447,"2.010 GB/s ","1.606 GB/s"
CPU,8,262144,1GB,8,4s,"1.000 GB",0.591,0.001,0.031,0.520,0.001,5.148,"1.692 GB/s ","892.296 MB/s"
CPU,8,262144,5GB,8,4s,"5.000 GB",2.564,0.001,0.018,1.484,0.000,8.091,"1.949 GB/s ","1.222 GB/s"
CPU,8,262144,10GB,8,4s,"10.000 GB",5.275,0.001,0.006,1.971,0.000,11.303,"1.896 GB/s ","1.369 GB/s"
CPU,8,262144,20GB,8,4s,"20.000 GB",11.054,0.001,0.596,1.557,0.000,17.304,"1.809 GB/s ","1.503 GB/s"
CPU,8,524288,1GB,8,4s,"1.000 GB",0.567,0.001,0.006,0.509,0.001,5.089,"1.763 GB/s ","940.661 MB/s"
CPU,8,524288,5GB,8,4s,"5.000 GB",2.653,0.000,0.004,1.650,0.000,8.330,"1.884 GB/s ","1.154 GB/s"
CPU,8,524288,10GB,8,4s,"10.000 GB",5.612,0.000,0.002,2.373,0.001,12.038,"1.781 GB/s ","1.243 GB/s"
CPU,8,524288,20GB,8,4s,"20.000 GB",8.614,0.000,0.087,2.376,0.000,15.173,"2.321 GB/s ","1.789 GB/s"
CPU,8,1048576,1GB,8,4s,"1.000 GB",0.594,0.001,0.002,0.521,0.001,5.123,"1.683 GB/s ","911.640 MB/s"
CPU,8,1048576,5GB,8,4s,"5.000 GB",2.238,0.001,0.007,1.462,0.001,7.732,"2.233 GB/s ","1.340 GB/s"
CPU,8,1048576,10GB,8,4s,"10.000 GB",5.640,0.001,0.026,2.121,0.001,11.839,"1.772 GB/s ","1.275 GB/s"
CPU,8,1048576,20GB,8,4s,"20.000 GB",10.533,0.001,0.056,2.126,0.001,16.814,"1.898 GB/s ","1.561 GB/s"
CPU,8,2097152,1GB,8,4s,"1.000 GB",0.586,0.001,0.050,0.518,0.001,5.161,"1.705 GB/s ","882.159 MB/s"
CPU,8,2097152,5GB,8,4s,"5.000 GB",2.432,0.001,0.201,1.542,0.000,8.199,"2.055 GB/s ","1.190 GB/s"
CPU,8,2097152,10GB,8,4s,"10.000 GB",5.391,0.001,0.009,2.527,0.001,11.978,"1.854 GB/s ","1.253 GB/s"
CPU,8,2097152,20GB,8,4s,"20.000 GB",10.233,0.001,0.315,2.235,0.000,16.882,"1.954 GB/s ","1.552 GB/s"
CPU,8,4194304,1GB,8,4s,"1.000 GB",0.562,0.000,0.008,0.396,0.000,4.972,"1.777 GB/s ","1.028 GB/s"
CPU,8,4194304,5GB,8,4s,"5.000 GB",2.622,0.001,0.005,1.584,0.001,8.236,"1.907 GB/s ","1.180 GB/s"
CPU,8,4194304,10GB,8,4s,"10.000 GB",5.079,0.001,0.035,1.105,0.000,10.269,"1.969 GB/s ","1.595 GB/s"
CPU,8,4194304,20GB,8,4s,"20.000 GB",9.832,0.001,0.120,2.483,0.001,16.532,"2.034 GB/s ","1.596 GB/s"
CPU,16,65536,1GB,16,4s,"1.000 GB",0.519,0.001,0.010,0.493,0.000,5.029,"1.928 GB/s ","994.839 MB/s"
CPU,16,65536,5GB,16,4s,"5.000 GB",2.415,0.002,0.021,1.918,0.001,8.385,"2.070 GB/s ","1.140 GB/s"
CPU,16,65536,10GB,16,4s,"10.000 GB",4.748,0.001,0.012,2.413,0.002,11.241,"2.105 GB/s ","1.381 GB/s"
CPU,16,65536,20GB,16,4s,"20.000 GB",9.627,0.001,0.464,2.414,0.001,16.631,"2.077 GB/s ","1.583 GB/s"
CPU,16,131072,1GB,16,4s,"1.000 GB",0.522,0.001,0.018,0.554,0.001,5.101,"1.917 GB/s ","929.862 MB/s"
CPU,16,131072,5GB,16,4s,"5.000 GB",2.249,0.001,0.013,2.038,0.000,8.330,"2.223 GB/s ","1.154 GB/s"
CPU,16,131072,10GB,16,4s,"10.000 GB",4.729,0.002,0.015,2.123,0.001,10.933,"2.114 GB/s ","1.441 GB/s"
CPU,16,131072,20GB,16,4s,"20.000 GB",9.558,0.001,0.369,2.278,0.002,16.343,"2.092 GB/s ","1.620 GB/s"
CPU,16,262144,1GB,16,4s,"1.000 GB",0.872,0.001,0.002,0.390,0.000,5.270,"1.146 GB/s ","805.988 MB/s"
CPU,16,262144,5GB,16,4s,"5.000 GB",2.330,0.001,0.015,2.040,0.000,8.415,"2.146 GB/s ","1.132 GB/s"
CPU,16,262144,10GB,16,4s,"10.000 GB",4.747,0.001,0.034,2.595,0.000,11.445,"2.106 GB/s ","1.343 GB/s"
CPU,16,262144,20GB,16,4s,"20.000 GB",9.591,0.001,0.025,2.259,0.000,16.015,"2.085 GB/s ","1.664 GB/s"
CPU,16,524288,1GB,16,4s,"1.000 GB",0.528,0.002,0.006,0.427,0.000,4.969,"1.894 GB/s ","1.032 GB/s"
CPU,16,524288,5GB,16,4s,"5.000 GB",2.342,0.002,0.242,2.010,0.001,8.625,"2.135 GB/s ","1.081 GB/s"
CPU,16,524288,10GB,16,4s,"10.000 GB",5.085,0.001,0.179,1.443,0.001,10.791,"1.966 GB/s ","1.472 GB/s"
CPU,16,524288,20GB,16,4s,"20.000 GB",10.172,0.001,0.466,2.127,0.001,16.906,"1.966 GB/s ","1.549 GB/s"
CPU,16,1048576,1GB,16,4s,"1.000 GB",0.521,0.001,0.003,0.501,0.065,5.097,"1.919 GB/s ","933.296 MB/s"
CPU,16,1048576,5GB,16,4s,"5.000 GB",2.156,0.001,0.021,1.918,0.001,8.122,"2.318 GB/s ","1.213 GB/s"
CPU,16,1048576,10GB,16,4s,"10.000 GB",4.782,0.001,0.051,1.558,0.001,10.458,"2.091 GB/s ","1.548 GB/s"
CPU,16,1048576,20GB,16,4s,"20.000 GB",9.626,0.001,0.003,2.257,0.001,16.008,"2.077 GB/s ","1.665 GB/s"
CPU,16,2097152,1GB,16,4s,"1.000 GB",0.394,0.001,0.019,0.533,0.001,4.953,"2.535 GB/s ","1.049 GB/s"
CPU,16,2097152,5GB,16,4s,"5.000 GB",2.525,0.002,0.021,1.891,0.000,8.465,"1.979 GB/s ","1.119 GB/s"
CPU,16,2097152,10GB,16,4s,"10.000 GB",4.712,0.002,0.041,1.517,0.000,10.338,"2.122 GB/s ","1.577 GB/s"
CPU,16,2097152,20GB,16,4s,"20.000 GB",9.501,0.002,0.455,2.461,0.001,16.560,"2.104 GB/s ","1.592 GB/s"
CPU,16,4194304,1GB,16,4s,"1.000 GB",0.532,0.002,0.010,0.527,0.001,5.077,"1.880 GB/s ","950.776 MB/s"
CPU,16,4194304,5GB,16,4s,"5.000 GB",2.332,0.000,0.128,1.913,0.001,8.400,"2.144 GB/s ","1.136 GB/s"
CPU,16,4194304,10GB,16,4s,"10.000 GB",4.761,0.002,0.037,2.358,0.000,11.215,"2.101 GB/s ","1.386 GB/s"
CPU,16,4194304,20GB,16,4s,"20.000 GB",9.898,0.001,0.081,2.272,0.000,16.376,"2.021 GB/s ","1.615 GB/s"
