mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
GPU,2,2097152,5GB,2,4s,"5.000 GB",2.015,0.002,0.003,1.660,0.000,7.751,"2.480 GB/s ","1.332 GB/s"
GPU,2,2097152,10GB,2,4s,"10.000 GB",4.164,0.001,0.004,2.163,0.000,10.488,"2.401 GB/s ","1.541 GB/s"
GPU,2,2097152,20GB,2,4s,"20.000 GB",7.691,0.002,0.002,2.475,0.001,14.449,"2.600 GB/s ","1.913 GB/s"
GPU,2,4194304,1GB,2,4s,"1.000 GB",0.428,0.001,0.174,0.499,0.001,5.115,"2.338 GB/s ","918.069 MB/s"
GPU,2,4194304,5GB,2,4s,"5.000 GB",2.044,0.002,0.002,1.678,0.001,7.797,"2.445 GB/s ","1.316 GB/s"
GPU,2,4194304,10GB,2,4s,"10.000 GB",4.099,0.002,0.002,2.292,0.001,10.552,"2.439 GB/s ","1.525 GB/s"
GPU,2,4194304,20GB,2,4s,"20.000 GB",7.689,0.002,0.002,2.475,0.000,14.447,"2.601 GB/s ","1.914 GB/s"
GPU,4,65536,1GB,4,4s,"1.000 GB",0.390,0.001,0.002,0.482,0.000,4.881,"2.566 GB/s ","1.135 GB/s"
GPU,4,65536,5GB,4,4s,"5.000 GB",1.752,0.001,0.003,1.712,0.001,7.495,"2.853 GB/s ","1.430 GB/s"
GPU,4,65536,10GB,4,4s,"10.000 GB",3.513,0.001,0.009,2.595,0.001,10.178,"2.846 GB/s ","1.618 GB/s"
GPU,4,65536,20GB,4,4s,"20.000 GB",7.166,0.000,0.009,2.498,0.000,13.784,"2.790 GB/s ","2.044 GB/s"
GPU,4,131072,1GB,4,4s,"1.000 GB",0.388,0.001,0.001,0.511,0.000,4.907,"2.576 GB/s ","1.103 GB/s"
GPU,4,131072,5GB,4,4s,"5.000 GB",1.752,0.001,0.005,1.644,0.000,7.429,"2.853 GB/s ","1.458 GB/s"
GPU,4,131072,10GB,4,4s,"10.000 GB",3.547,0.001,0.627,2.293,0.001,10.528,"2.818 GB/s ","1.531 GB/s"
GPU,4,131072,20GB,4,4s,"20.000 GB",7.317,0.001,0.007,2.686,0.000,14.123,"2.733 GB/s ","1.976 GB/s"
GPU,4,262144,1GB,4,4s,"1.000 GB",0.387,0.001,0.001,0.491,0.000,4.885,"2.584 GB/s ","1.129 GB/s"
GPU,4,262144,5GB,4,4s,"5.000 GB",1.734,0.001,0.008,1.694,0.001,7.466,"2.882 GB/s ","1.442 GB/s"
GPU,4,262144,10GB,4,4s,"10.000 GB",3.607,0.001,0.012,2.496,0.001,10.175,"2.771 GB/s ","1.619 GB/s"
GPU,4,262144,20GB,4,4s,"20.000 GB",7.176,0.001,0.022,2.260,0.001,13.572,"2.786 GB/s ","2.089 GB/s"
GPU,4,524288,1GB,4,4s,"1.000 GB",0.388,0.001,0.001,0.500,0.001,4.897,"2.574 GB/s ","1.114 GB/s"
GPU,4,524288,5GB,4,4s,"5.000 GB",1.750,0.001,0.005,1.670,0.001,7.453,"2.856 GB/s ","1.447 GB/s"
GPU,4,524288,10GB,4,4s,"10.000 GB",3.595,0.000,0.001,2.579,0.001,10.235,"2.781 GB/s ","1.604 GB/s"
GPU,4,524288,20GB,4,4s,"20.000 GB",7.192,0.001,0.001,2.292,0.000,13.599,"2.780 GB/s ","2.083 GB/s"
GPU,4,1048576,1GB,4,4s,"1.000 GB",0.388,0.001,0.010,0.312,0.000,4.717,"2.575 GB/s ","1.395 GB/s"
GPU,4,1048576,5GB,4,4s,"5.000 GB",1.752,0.001,0.003,1.846,0.001,7.628,"2.854 GB/s ","1.378 GB/s"
GPU,4,1048576,10GB,4,4s,"10.000 GB",3.516,0.001,0.003,2.743,0.001,10.322,"2.844 GB/s ","1.581 GB/s"
GPU,4,1048576,20GB,4,4s,"20.000 GB",7.350,0.001,0.017,2.502,0.000,13.982,"2.721 GB/s ","2.003 GB/s"
GPU,4,2097152,1GB,4,4s,"1.000 GB",0.389,0.001,0.002,0.375,0.000,4.772,"2.573 GB/s ","1.295 GB/s"
GPU,4,2097152,5GB,4,4s,"5.000 GB",1.735,0.001,0.001,1.812,0.001,7.577,"2.881 GB/s ","1.397 GB/s"
GPU,4,2097152,10GB,4,4s,"10.000 GB",3.548,0.001,0.012,2.732,0.001,10.352,"2.818 GB/s ","1.574 GB/s"
GPU,4,2097152,20GB,4,4s,"20.000 GB",7.303,0.001,0.005,2.875,0.001,14.298,"2.738 GB/s ","1.941 GB/s"
GPU,4,4194304,1GB,4,4s,"1.000 GB",0.388,0.001,0.001,0.499,0.001,4.896,"2.578 GB/s ","1.115 GB/s"
GPU,4,4194304,5GB,4,4s,"5.000 GB",1.741,0.001,0.002,1.674,0.000,7.445,"2.872 GB/s ","1.451 GB/s"
GPU,4,4194304,10GB,4,4s,"10.000 GB",3.557,0.001,0.001,2.308,0.001,9.927,"2.811 GB/s ","1.687 GB/s"
GPU,4,4194304,20GB,4,4s,"20.000 GB",7.031,0.001,0.001,2.593,0.000,13.738,"2.844 GB/s ","2.054 GB/s"
GPU,8,65536,1GB,8,4s,"1.000 GB",0.588,0.001,0.017,0.529,0.001,5.140,"1.700 GB/s ","898.161 MB/s"
GPU,8,65536,5GB,8,4s,"5.000 GB",2.400,0.001,0.007,1.713,0.000,8.142,"2.083 GB/s ","1.207 GB/s"
GPU,8,65536,10GB,8,4s,"10.000 GB",4.565,0.001,0.015,2.597,0.000,11.228,"2.190 GB/s ","1.383 GB/s"
GPU,8,65536,20GB,8,4s,"20.000 GB",10.708,0.001,0.304,2.184,0.001,17.296,"1.867 GB/s ","1.504 GB/s"
GPU,8,131072,1GB,8,4s,"1.000 GB",0.560,0.000,0.012,0.513,0.000,5.091,"1.786 GB/s ","938.942 MB/s"
GPU,8,131072,5GB,8,4s,"5.000 GB",2.717,0.001,0.002,1.750,0.001,8.491,"1.840 GB/s ","1.112 GB/s"
GPU,8,131072,10GB,8,4s,"10.000 GB",5.405,0.001,0.002,2.517,0.001,11.974,"1.850 GB/s ","1.254 GB/s"
GPU,8,131072,20GB,8,4s,"20.000 GB",9.436,0.001,0.002,2.171,0.000,15.705,"2.119 GB/s ","1.708 GB/s"
GPU,8,262144,1GB,8,4s,"1.000 GB",0.589,0.001,0.021,0.514,0.001,5.130,"1.698 GB/s ","906.369 MB/s"
GPU,8,262144,5GB,8,4s,"5.000 GB",2.660,0.001,0.161,1.477,0.002,8.321,"1.879 GB/s ","1.156 GB/s"
GPU,8,262144,10GB,8,4s,"10.000 GB",5.272,0.001,0.018,2.073,0.001,11.415,"1.896 GB/s ","1.348 GB/s"
GPU,8,262144,20GB,8,4s,"20.000 GB",9.912,0.001,0.618,1.474,0.000,16.102,"2.018 GB/s ","1.652 GB/s"
GPU,8,524288,1GB,8,4s,"1.000 GB",0.585,0.001,0.021,0.458,0.000,5.069,"1.708 GB/s ","957.758 MB/s"
GPU,8,524288,5GB,8,4s,"5.000 GB",2.504,0.001,0.003,1.535,0.001,8.067,"1.996 GB/s ","1.229 GB/s"
GPU,8,524288,10GB,8,4s,"10.000 GB",4.869,0.001,0.007,2.226,0.001,11.153,"2.053 GB/s ","1.397 GB/s"
GPU,8,524288,20GB,8,4s,"20.000 GB",10.792,0.001,0.020,2.062,0.001,16.974,"1.853 GB/s ","1.541 GB/s"
GPU,8,1048576,1GB,8,4s,"1.000 GB",0.592,0.001,0.002,0.514,0.000,5.113,"1.689 GB/s ","919.636 MB/s"
GPU,8,1048576,5GB,8,4s,"5.000 GB",2.708,0.001,0.004,1.491,0.001,8.227,"1.846 GB/s ","1.183 GB/s"
GPU,8,1048576,10GB,8,4s,"10.000 GB",4.903,0.001,0.002,1.965,0.001,10.918,"2.039 GB/s ","1.445 GB/s"
GPU,8,1048576,20GB,8,4s,"20.000 GB",11.227,0.001,0.052,1.671,0.001,17.049,"1.781 GB/s ","1.532 GB/s"
GPU,8,2097152,1GB,8,4s,"1.000 GB",0.648,0.001,0.007,0.524,0.001,5.185,"1.544 GB/s ","863.802 MB/s"
GPU,8,2097152,5GB,8,4s,"5.000 GB",2.708,0.001,0.008,1.516,0.000,8.255,"1.846 GB/s ","1.175 GB/s"
GPU,8,2097152,10GB,8,4s,"10.000 GB",5.111,0.001,0.019,2.554,0.001,11.736,"1.956 GB/s ","1.292 GB/s"
GPU,8,2097152,20GB,8,4s,"20.000 GB",8.307,0.000,0.041,2.311,0.000,14.756,"2.407 GB/s ","1.858 GB/s"
GPU,8,4194304,1GB,8,4s,"1.000 GB",0.591,0.001,0.003,0.355,0.000,4.955,"1.691 GB/s ","1.047 GB/s"
GPU,8,4194304,5GB,8,4s,"5.000 GB",2.576,0.000,0.009,1.615,0.001,8.222,"1.940 GB/s ","1.184 GB/s"
GPU,8,4194304,10GB,8,4s,"10.000 GB",4.904,0.001,0.018,1.376,0.000,10.348,"2.039 GB/s ","1.575 GB/s"
GPU,8,4194304,20GB,8,4s,"20.000 GB",8.560,0.001,0.023,2.481,0.001,15.163,"2.336 GB/s ","1.791 GB/s"
GPU,16,65536,1GB,16,4s,"1.000 GB",0.548,0.001,0.003,0.473,0.000,5.030,"1.825 GB/s ","994.191 MB/s"
GPU,16,65536,5GB,16,4s,"5.000 GB",2.385,0.001,0.003,1.954,0.002,8.370,"2.096 GB/s ","1.144 GB/s"
GPU,16,65536,10GB,16,4s,"10.000 GB",4.785,0.000,0.003,2.362,0.001,11.215,"2.090 GB/s ","1.386 GB/s"
GPU,16,65536,20GB,16,4s,"20.000 GB",9.877,0.002,0.061,2.270,0.002,16.350,"2.024 GB/s ","1.619 GB/s"
GPU,16,131072,1GB,16,4s,"1.000 GB",0.484,0.002,0.003,0.556,0.000,5.050,"2.063 GB/s ","975.242 MB/s"
GPU,16,131072,5GB,16,4s,"5.000 GB",2.235,0.001,0.021,1.917,0.002,8.205,"2.236 GB/s ","1.188 GB/s"
GPU,16,131072,10GB,16,4s,"10.000 GB",4.777,0.001,0.022,1.474,0.000,10.344,"2.093 GB/s ","1.576 GB/s"
GPU,16,131072,20GB,16,4s,"20.000 GB",9.744,0.002,0.078,2.332,0.001,16.277,"2.052 GB/s ","1.629 GB/s"
GPU,16,262144,1GB,16,4s,"1.000 GB",0.524,0.001,0.011,0.537,0.001,5.080,"1.908 GB/s ","948.579 MB/s"
GPU,16,262144,5GB,16,4s,"5.000 GB",2.268,0.001,0.096,1.937,0.192,8.535,"2.204 GB/s ","1.102 GB/s"
GPU,16,262144,10GB,16,4s,"10.000 GB",4.902,0.001,0.213,1.523,0.001,10.705,"2.040 GB/s ","1.491 GB/s"
GPU,16,262144,20GB,16,4s,"20.000 GB",9.748,0.001,0.081,2.260,0.000,16.230,"2.051 GB/s ","1.635 GB/s"
GPU,16,524288,1GB,16,4s,"1.000 GB",0.535,0.001,0.026,0.442,0.000,5.010,"1.870 GB/s ","1014.109 MB/s"
GPU,16,524288,5GB,16,4s,"5.000 GB",2.334,0.001,0.161,2.026,0.208,8.775,"2.142 GB/s ","1.047 GB/s"
GPU,16,524288,10GB,16,4s,"10.000 GB",4.804,0.001,0.009,1.435,0.000,10.318,"2.081 GB/s ","1.582 GB/s"
GPU,16,524288,20GB,16,4s,"20.000 GB",9.620,0.001,0.253,2.331,0.001,16.339,"2.078 GB/s ","1.620 GB/s"
GPU,16,1048576,1GB,16,4s,"1.000 GB",0.532,0.001,0.015,0.543,0.001,5.098,"1.879 GB/s ","932.946 MB/s"
GPU,16,1048576,5GB,16,4s,"5.000 GB",2.297,0.001,0.058,1.944,0.000,8.330,"2.176 GB/s ","1.154 GB/s"
GPU,16,1048576,10GB,16,4s,"10.000 GB",4.903,0.002,0.142,1.836,0.001,10.942,"2.039 GB/s ","1.440 GB/s"
GPU,16,1048576,20GB,16,4s,"20.000 GB",9.631,0.002,0.073,2.356,0.000,16.201,"2.076 GB/s ","1.639 GB/s"
GPU,16,2097152,1GB,16,4s,"1.000 GB",0.558,0.002,0.014,0.556,0.001,5.135,"1.792 GB/s ","901.895 MB/s"
GPU,16,2097152,5GB,16,4s,"5.000 GB",2.346,0.001,0.007,1.887,0.000,8.270,"2.131 GB/s ","1.171 GB/s"
GPU,16,2097152,10GB,16,4s,"10.000 GB",4.726,0.001,0.364,1.466,0.001,10.624,"2.115 GB/s ","1.510 GB/s"
GPU,16,2097152,20GB,16,4s,"20.000 GB",9.815,0.001,0.081,2.276,0.001,16.294,"2.037 GB/s ","1.626 GB/s"
GPU,16,4194304,1GB,16,4s,"1.000 GB",0.566,0.002,0.005,0.618,0.000,5.196,"1.765 GB/s ","856.057 MB/s"
GPU,16,4194304,5GB,16,4s,"5.000 GB",2.276,0.002,0.229,2.031,0.001,8.566,"2.196 GB/s ","1.095 GB/s"
GPU,16,4194304,10GB,16,4s,"10.000 GB",4.794,0.002,0.003,1.452,0.002,10.311,"2.086 GB/s ","1.584 GB/s"
GPU,16,4194304,20GB,16,4s,"20.000 GB",9.693,0.001,0.951,2.364,0.001,17.139,"2.062 GB/s ","1.521 GB/s"
CPU,1,65536,1GB,1,4s,"1.000 GB",0.356,0.001,0.001,0.465,0.001,4.840,"2.808 GB/s ","1.190 GB/s"
CPU,1,65536,5GB,1,4s,"5.000 GB",1.690,0.001,0.001,1.410,0.001,7.190,"2.959 GB/s ","1.566 GB/s"
CPU,1,65536,10GB,1,4s,"10.000 GB",3.466,0.001,0.001,2.067,0.001,9.731,"2.885 GB/s ","1.744 GB/s"
CPU,1,65536,20GB,1,4s,"20.000 GB",7.224,0.001,0.001,2.347,0.000,13.936,"2.769 GB/s ","2.013 GB/s"
CPU,1,131072,1GB,1,4s,"1.000 GB",0.352,0.001,0.001,0.391,0.000,4.761,"2.838 GB/s ","1.314 GB/s"
CPU,1,131072,5GB,1,4s,"5.000 GB",1.685,0.001,0.001,1.531,0.001,7.308,"2.967 GB/s ","1.511 GB/s"
CPU,1,131072,10GB,1,4s,"10.000 GB",3.516,0.001,0.001,1.990,0.001,9.705,"2.844 GB/s ","1.752 GB/s"
CPU,1,131072,20GB,1,4s,"20.000 GB",7.002,0.001,0.001,2.661,0.001,14.028,"2.855 GB/s ","1.994 GB/s"
CPU,1,262144,1GB,1,4s,"1.000 GB",0.352,0.000,0.001,0.436,0.000,4.806,"2.838 GB/s ","1.241 GB/s"
CPU,1,262144,5GB,1,4s,"5.000 GB",1.682,0.000,0.001,1.692,0.001,7.462,"2.973 GB/s ","1.443 GB/s"
CPU,1,262144,10GB,1,4s,"10.000 GB",3.474,0.001,0.001,2.432,0.001,10.104,"2.879 GB/s ","1.638 GB/s"
CPU,1,262144,20GB,1,4s,"20.000 GB",7.151,0.001,0.001,2.601,0.001,14.118,"2.796 GB/s ","1.977 GB/s"
CPU,1,524288,1GB,1,4s,"1.000 GB",0.356,0.001,0.001,0.243,0.000,4.617,"2.810 GB/s ","1.621 GB/s"
CPU,1,524288,5GB,1,4s,"5.000 GB",1.689,0.001,0.001,1.929,0.001,7.708,"2.960 GB/s ","1.348 GB/s"
CPU,1,524288,10GB,1,4s,"10.000 GB",3.501,0.001,0.001,2.569,0.001,10.266,"2.856 GB/s ","1.596 GB/s"
CPU,1,524288,20GB,1,4s,"20.000 GB",7.197,0.001,0.001,2.608,0.000,14.169,"2.778 GB/s ","1.966 GB/s"
CPU,1,1048576,1GB,1,4s,"1.000 GB",0.357,0.001,0.001,0.502,0.001,4.877,"2.801 GB/s ","1.141 GB/s"
CPU,1,1048576,5GB,1,4s,"5.000 GB",1.686,0.001,0.001,1.661,0.001,7.438,"2.965 GB/s ","1.454 GB/s"
CPU,1,1048576,10GB,1,4s,"10.000 GB",3.456,0.001,0.001,2.251,0.001,9.906,"2.894 GB/s ","1.692 GB/s"
CPU,1,1048576,20GB,1,4s,"20.000 GB",7.136,0.001,0.001,2.584,0.001,14.084,"2.803 GB/s ","1.982 GB/s"
CPU,1,2097152,1GB,1,4s,"1.000 GB",0.359,0.001,0.001,0.467,0.001,4.844,"2.787 GB/s ","1.184 GB/s"
CPU,1,2097152,5GB,1,4s,"5.000 GB",1.690,0.001,0.001,1.689,0.001,7.467,"2.957 GB/s ","1.441 GB/s"
CPU,1,2097152,10GB,1,4s,"10.000 GB",3.506,0.001,0.001,2.231,0.000,9.933,"2.852 GB/s ","1.685 GB/s"
CPU,1,2097152,20GB,1,4s,"20.000 GB",6.997,0.001,0.001,2.609,0.001,13.971,"2.857 GB/s ","2.005 GB/s"
CPU,1,4194304,1GB,1,4s,"1.000 GB",0.359,0.001,0.001,0.475,0.001,4.852,"2.788 GB/s ","1.173 GB/s"
CPU,1,4194304,5GB,1,4s,"5.000 GB",1.670,0.001,0.001,1.698,0.001,7.456,"2.992 GB/s ","1.446 GB/s"
CPU,1,4194304,10GB,1,4s,"10.000 GB",3.501,0.000,0.001,2.199,0.001,9.897,"2.855 GB/s ","1.695 GB/s"
CPU,1,4194304,20GB,1,4s,"20.000 GB",6.985,0.001,0.001,2.627,0.001,13.978,"2.862 GB/s ","2.004 GB/s"
CPU,2,65536,1GB,2,4s,"1.000 GB",0.434,0.002,0.002,0.488,0.001,4.940,"2.301 GB/s ","1.062 GB/s"
CPU,2,65536,5GB,2,4s,"5.000 GB",2.028,0.002,0.002,1.675,0.001,7.778,"2.465 GB/s ","1.323 GB/s"
CPU,2,65536,10GB,2,4s,"10.000 GB",4.121,0.002,0.008,2.401,0.001,10.688,"2.426 GB/s ","1.495 GB/s"
CPU,2,65536,20GB,2,4s,"20.000 GB",7.732,0.002,0.002,2.363,0.001,14.381,"2.586 GB/s ","1.926 GB/s"
CPU,2,131072,1GB,2,4s,"1.000 GB",0.431,0.002,0.002,0.482,0.001,4.930,"2.320 GB/s ","1.074 GB/s"
CPU,2,131072,5GB,2,4s,"5.000 GB",2.032,0.002,0.002,1.681,0.000,7.787,"2.460 GB/s ","1.319 GB/s"
CPU,2,131072,10GB,2,4s,"10.000 GB",4.049,0.002,0.002,2.458,0.001,10.668,"2.470 GB/s ","1.499 GB/s"
CPU,2,131072,20GB,2,4s,"20.000 GB",7.723,0.001,1.673,2.385,0.000,16.056,"2.589 GB/s ","1.658 GB/s"
CPU,2,262144,1GB,2,4s,"1.000 GB",0.442,0.001,0.002,0.505,0.001,4.966,"2.260 GB/s ","1.034 GB/s"
CPU,2,262144,5GB,2,4s,"5.000 GB",2.028,0.001,0.002,1.672,0.000,7.776,"2.465 GB/s ","1.324 GB/s"
CPU,2,262144,10GB,2,4s,"10.000 GB",4.091,0.002,0.002,2.401,0.000,10.650,"2.443 GB/s ","1.503 GB/s"
CPU,2,262144,20GB,2,4s,"20.000 GB",7.777,0.002,0.002,2.660,0.001,14.720,"2.571 GB/s ","1.865 GB/s"
CPU,2,524288,1GB,2,4s,"1.000 GB",0.428,0.002,0.002,0.349,0.000,4.794,"2.336 GB/s ","1.259 GB/s"
CPU,2,524288,5GB,2,4s,"5.000 GB",2.033,0.002,0.002,1.822,0.001,7.930,"2.459 GB/s ","1.271 GB/s"
CPU,2,524288,10GB,2,4s,"10.000 GB",4.071,0.002,0.003,2.527,0.001,10.761,"2.456 GB/s ","1.479 GB/s"
CPU,2,524288,20GB,2,4s,"20.000 GB",7.657,0.002,0.002,2.523,0.000,14.465,"2.611 GB/s ","1.911 GB/s"
CPU,2,1048576,1GB,2,4s,"1.000 GB",0.432,0.002,0.002,0.494,0.001,4.944,"2.316 GB/s ","1.059 GB/s"
CPU,2,1048576,5GB,2,4s,"5.000 GB",2.039,0.002,0.001,1.656,0.000,7.771,"2.451 GB/s ","1.325 GB/s"
CPU,2,1048576,10GB,2,4s,"10.000 GB",4.144,0.002,0.002,1.945,0.001,10.251,"2.412 GB/s ","1.600 GB/s"
CPU,2,1048576,20GB,2,4s,"20.000 GB",8.026,0.002,0.002,2.354,0.001,14.661,"2.491 GB/s ","1.875 GB/s"
CPU,2,2097152,1GB,2,4s,"1.000 GB",0.431,0.002,0.002,0.451,0.000,4.899,"2.320 GB/s ","1.111 GB/s"
CPU,2,2097152,5GB,2,4s,"5.000 GB",2.053,0.002,0.002,1.451,0.000,7.580,"2.435 GB/s ","1.396 GB/s"
CPU,2,2097152,10GB,2,4s,"10.000 GB",4.129,0.002,0.002,2.114,0.001,10.405,"2.421 GB/s ","1.561 GB/s"
CPU,2,2097152,20GB,2,4s,"20.000 GB",7.744,0.002,0.002,2.494,0.000,14.518,"2.582 GB/s ","1.901 GB/s"
CPU,2,4194304,1GB,2,4s,"1.000 GB",0.442,0.002,0.002,0.487,0.001,4.946,"2.260 GB/s ","1.057 GB/s"
