mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
CPU,2,4194304,5GB,2,4s,"5.000 GB",2.103,0.001,0.047,1.407,0.000,7.633,"2.377 GB/s ","1.376 GB/s"
CPU,2,4194304,10GB,2,4s,"10.000 GB",4.482,0.001,0.002,1.470,0.000,10.123,"2.230 GB/s ","1.633 GB/s"
CPU,2,4194304,20GB,2,4s,"20.000 GB",8.407,0.001,0.043,2.439,0.000,15.217,"2.379 GB/s ","1.782 GB/s"
CPU,4,65536,1GB,4,4s,"1.000 GB",0.523,0.001,0.002,0.505,0.000,5.039,"1.910 GB/s ","985.125 MB/s"
CPU,4,65536,5GB,4,4s,"5.000 GB",2.484,0.001,0.009,1.472,0.000,8.008,"2.013 GB/s ","1.247 GB/s"
CPU,4,65536,10GB,4,4s,"10.000 GB",5.119,0.001,0.044,2.629,0.000,11.882,"1.953 GB/s ","1.269 GB/s"
CPU,4,65536,20GB,4,4s,"20.000 GB",10.476,0.001,0.181,2.331,0.000,17.170,"1.908 GB/s ","1.519 GB/s"
CPU,4,131072,1GB,4,4s,"1.000 GB",0.524,0.001,0.004,0.490,0.000,5.027,"1.909 GB/s ","997.414 MB/s"
CPU,4,131072,5GB,4,4s,"5.000 GB",2.518,0.001,0.040,1.430,0.000,8.028,"1.985 GB/s ","1.241 GB/s"
CPU,4,131072,10GB,4,4s,"10.000 GB",5.059,0.001,0.002,2.122,0.000,11.277,"1.977 GB/s ","1.374 GB/s"
CPU,4,131072,20GB,4,4s,"20.000 GB",10.488,0.001,0.801,2.220,0.040,17.730,"1.906 GB/s ","1.456 GB/s"
CPU,4,262144,1GB,4,4s,"1.000 GB",0.526,0.001,0.002,0.482,0.000,5.019,"1.902 GB/s ","1005.230 MB/s"
CPU,4,262144,5GB,4,4s,"5.000 GB",2.465,0.001,0.008,1.428,0.000,7.942,"2.028 GB/s ","1.268 GB/s"
CPU,4,262144,10GB,4,4s,"10.000 GB",5.093,0.001,0.015,2.076,0.000,11.276,"1.963 GB/s ","1.374 GB/s"
CPU,4,262144,20GB,4,4s,"20.000 GB",10.283,0.001,0.002,2.384,0.000,16.849,"1.944 GB/s ","1.556 GB/s"
CPU,4,524288,1GB,4,4s,"1.000 GB",0.525,0.001,0.002,0.494,0.000,5.032,"1.903 GB/s ","992.677 MB/s"
CPU,4,524288,5GB,4,4s,"5.000 GB",2.492,0.001,0.002,1.396,0.000,7.932,"2.006 GB/s ","1.271 GB/s"
CPU,4,524288,10GB,4,4s,"10.000 GB",5.057,0.001,0.004,2.622,0.000,11.774,"1.978 GB/s ","1.286 GB/s"
CPU,4,524288,20GB,4,4s,"20.000 GB",10.542,0.001,0.017,2.335,0.001,17.078,"1.896 GB/s ","1.528 GB/s"
CPU,4,1048576,1GB,4,4s,"1.000 GB",0.525,0.001,0.094,0.492,0.000,5.121,"1.904 GB/s ","913.785 MB/s"
CPU,4,1048576,5GB,4,4s,"5.000 GB",2.475,0.001,0.003,1.437,0.000,7.958,"2.021 GB/s ","1.263 GB/s"
CPU,4,1048576,10GB,4,4s,"10.000 GB",5.073,0.001,0.002,2.191,0.000,11.356,"1.971 GB/s ","1.359 GB/s"
CPU,4,1048576,20GB,4,4s,"20.000 GB",10.529,0.001,1.385,2.452,0.000,18.550,"1.899 GB/s ","1.374 GB/s"
CPU,4,2097152,1GB,4,4s,"1.000 GB",0.522,0.001,0.003,0.489,0.000,5.023,"1.914 GB/s ","1001.190 MB/s"
CPU,4,2097152,5GB,4,4s,"5.000 GB",2.509,0.001,0.005,1.417,0.000,7.973,"1.992 GB/s ","1.258 GB/s"
CPU,4,2097152,10GB,4,4s,"10.000 GB",5.078,0.001,0.002,2.157,0.000,11.330,"1.969 GB/s ","1.364 GB/s"
CPU,4,2097152,20GB,4,4s,"20.000 GB",10.432,0.001,0.787,2.367,0.000,17.768,"1.917 GB/s ","1.452 GB/s"
CPU,4,4194304,1GB,4,4s,"1.000 GB",0.524,0.001,0.004,0.490,0.000,5.027,"1.909 GB/s ","997.209 MB/s"
CPU,4,4194304,5GB,4,4s,"5.000 GB",2.492,0.001,0.014,1.416,0.000,7.965,"2.006 GB/s ","1.261 GB/s"
CPU,4,4194304,10GB,4,4s,"10.000 GB",5.057,0.001,0.005,2.095,0.001,11.243,"1.977 GB/s ","1.380 GB/s"
CPU,4,4194304,20GB,4,4s,"20.000 GB",10.319,0.001,0.016,2.073,0.000,16.590,"1.938 GB/s ","1.588 GB/s"
CPU,8,65536,1GB,8,4s,"1.000 GB",1.481,0.001,0.124,0.530,0.092,6.259,"691.524 MB/s ","453.206 MB/s"
CPU,8,65536,5GB,8,4s,"5.000 GB",4.905,0.001,0.868,1.512,0.104,11.418,"1.019 GB/s ","690.205 MB/s"
CPU,8,65536,10GB,8,4s,"10.000 GB",10.034,0.001,0.506,0.810,0.088,15.537,"1020.570 MB/s ","887.551 MB/s"
CPU,8,65536,20GB,8,4s,"20.000 GB",21.374,0.001,1.748,1.251,0.096,28.628,"958.152 MB/s ","831.589 MB/s"
CPU,8,131072,1GB,8,4s,"1.000 GB",1.439,0.000,0.376,0.526,0.084,6.433,"711.656 MB/s ","420.799 MB/s"
CPU,8,131072,5GB,8,4s,"5.000 GB",5.690,0.001,0.401,1.512,0.089,11.716,"899.852 MB/s ","663.526 MB/s"
CPU,8,131072,10GB,8,4s,"10.000 GB",11.368,0.001,0.464,1.739,0.112,17.749,"900.737 MB/s ","744.761 MB/s"
CPU,8,131072,20GB,8,4s,"20.000 GB",22.979,0.001,1.053,1.259,0.048,29.472,"891.262 MB/s ","804.005 MB/s"
CPU,8,262144,1GB,8,4s,"1.000 GB",1.951,0.001,0.334,0.315,0.128,6.761,"524.806 MB/s ","370.840 MB/s"
CPU,8,262144,5GB,8,4s,"5.000 GB",4.523,0.001,0.295,1.996,0.084,10.967,"1.104 GB/s ","734.919 MB/s"
CPU,8,262144,10GB,8,4s,"10.000 GB",11.237,0.001,0.494,1.629,0.072,17.505,"911.272 MB/s ","758.218 MB/s"
CPU,8,262144,20GB,8,4s,"20.000 GB",22.552,0.001,1.358,1.161,0.244,29.478,"908.142 MB/s ","803.834 MB/s"
CPU,8,524288,1GB,8,4s,"1.000 GB",1.439,0.001,0.318,0.422,0.076,6.261,"711.721 MB/s ","452.812 MB/s"
CPU,8,524288,5GB,8,4s,"5.000 GB",5.927,0.001,0.047,1.909,0.116,12.039,"863.898 MB/s ","636.906 MB/s"
CPU,8,524288,10GB,8,4s,"10.000 GB",11.099,0.001,0.008,1.568,0.072,16.830,"922.646 MB/s ","798.105 MB/s"
CPU,8,524288,20GB,8,4s,"20.000 GB",20.939,0.001,0.120,1.998,0.112,27.346,"978.080 MB/s ","877.247 MB/s"
CPU,8,1048576,1GB,8,4s,"1.000 GB",1.414,0.001,0.249,0.540,0.088,6.297,"724.392 MB/s ","445.817 MB/s"
CPU,8,1048576,5GB,8,4s,"5.000 GB",6.055,0.001,0.134,1.866,0.052,12.153,"845.555 MB/s ","627.995 MB/s"
CPU,8,1048576,10GB,8,4s,"10.000 GB",10.975,0.000,0.232,0.711,0.116,16.138,"933.003 MB/s ","843.598 MB/s"
CPU,8,1048576,20GB,8,4s,"20.000 GB",21.603,0.001,2.287,1.172,0.072,29.391,"948.009 MB/s ","806.592 MB/s"
CPU,8,2097152,1GB,8,4s,"1.000 GB",1.241,0.000,0.152,0.526,0.192,6.134,"825.410 MB/s ","479.889 MB/s"
CPU,8,2097152,5GB,8,4s,"5.000 GB",5.904,0.000,0.071,1.832,0.068,11.907,"867.213 MB/s ","647.518 MB/s"
CPU,8,2097152,10GB,8,4s,"10.000 GB",10.486,0.001,0.270,1.951,0.036,16.813,"976.584 MB/s ","799.204 MB/s"
CPU,8,2097152,20GB,8,4s,"20.000 GB",22.097,0.001,0.889,1.385,0.084,28.625,"926.841 MB/s ","831.671 MB/s"
CPU,8,4194304,1GB,8,4s,"1.000 GB",1.403,0.001,0.113,0.542,0.120,6.184,"730.102 MB/s ","468.765 MB/s"
CPU,8,4194304,5GB,8,4s,"5.000 GB",5.387,0.001,0.185,1.816,0.116,11.565,"950.375 MB/s ","676.830 MB/s"
CPU,8,4194304,10GB,8,4s,"10.000 GB",9.919,0.000,0.410,1.411,0.224,16.063,"1.008 GB/s ","848.901 MB/s"
CPU,8,4194304,20GB,8,4s,"20.000 GB",22.841,0.001,1.543,1.185,0.077,29.779,"896.642 MB/s ","794.439 MB/s"
CPU,16,65536,1GB,16,4s,"1.000 GB",5.380,0.001,0.375,0.930,0.444,11.223,"190.349 MB/s ","141.767 MB/s"
CPU,16,65536,5GB,16,4s,"5.000 GB",8.175,0.001,0.343,2.459,0.442,15.483,"626.292 MB/s ","445.868 MB/s"
CPU,16,65536,10GB,16,4s,"10.000 GB",11.819,0.001,1.046,1.680,0.420,19.142,"866.381 MB/s ","676.285 MB/s"
CPU,16,65536,20GB,16,4s,"20.000 GB",18.219,0.001,0.275,2.208,0.488,25.391,"1.098 GB/s ","957.426 MB/s"
CPU,16,131072,1GB,16,4s,"1.000 GB",4.930,0.001,0.367,0.794,0.500,10.655,"207.719 MB/s ","153.876 MB/s"
CPU,16,131072,5GB,16,4s,"5.000 GB",7.891,0.001,0.336,2.628,0.528,15.488,"648.812 MB/s ","445.686 MB/s"
CPU,16,131072,10GB,16,4s,"10.000 GB",11.899,0.001,1.293,2.624,0.470,20.409,"860.606 MB/s ","624.045 MB/s"
CPU,16,131072,20GB,16,4s,"20.000 GB",19.095,0.001,2.809,1.364,0.616,28.077,"1.047 GB/s ","850.596 MB/s"
CPU,16,262144,1GB,16,4s,"1.000 GB",5.295,0.001,0.371,0.922,0.432,11.069,"193.381 MB/s ","144.849 MB/s"
CPU,16,262144,5GB,16,4s,"5.000 GB",8.047,0.001,0.536,2.518,0.482,15.680,"636.256 MB/s ","438.359 MB/s"
CPU,16,262144,10GB,16,4s,"10.000 GB",11.235,0.000,1.204,1.400,0.644,18.622,"911.412 MB/s ","700.317 MB/s"
CPU,16,262144,20GB,16,4s,"20.000 GB",19.059,0.001,1.629,1.309,0.440,26.644,"1.049 GB/s ","904.419 MB/s"
CPU,16,524288,1GB,16,4s,"1.000 GB",5.591,0.000,0.539,0.934,0.596,11.735,"183.146 MB/s ","132.389 MB/s"
CPU,16,524288,5GB,16,4s,"5.000 GB",7.979,0.001,0.401,2.466,0.491,15.432,"641.676 MB/s ","447.857 MB/s"
CPU,16,524288,10GB,16,4s,"10.000 GB",12.236,0.001,0.628,1.734,0.504,19.184,"836.858 MB/s ","674.410 MB/s"
CPU,16,524288,20GB,16,4s,"20.000 GB",18.280,0.016,0.850,2.744,0.472,26.570,"1.094 GB/s ","907.411 MB/s"
CPU,16,1048576,1GB,16,4s,"1.000 GB",5.151,0.001,0.353,0.886,0.504,10.929,"198.807 MB/s ","147.782 MB/s"
CPU,16,1048576,5GB,16,4s,"5.000 GB",7.948,0.001,0.400,2.314,0.444,15.221,"644.225 MB/s ","456.289 MB/s"
CPU,16,1048576,10GB,16,4s,"10.000 GB",11.933,0.001,0.610,1.790,0.428,18.901,"858.129 MB/s ","687.186 MB/s"
CPU,16,1048576,20GB,16,4s,"20.000 GB",18.735,0.001,1.463,2.912,0.480,27.818,"1.067 GB/s ","859.839 MB/s"
CPU,16,2097152,1GB,16,4s,"1.000 GB",4.991,0.001,0.545,0.885,0.448,10.933,"205.150 MB/s ","147.704 MB/s"
CPU,16,2097152,5GB,16,4s,"5.000 GB",7.730,0.001,0.432,2.344,0.504,15.084,"662.396 MB/s ","461.935 MB/s"
CPU,16,2097152,10GB,16,4s,"10.000 GB",11.616,0.000,1.294,1.642,0.452,19.090,"881.523 MB/s ","678.575 MB/s"
CPU,16,2097152,20GB,16,4s,"20.000 GB",19.611,0.000,2.061,2.819,0.372,28.989,"1.020 GB/s ","819.563 MB/s"
CPU,16,4194304,1GB,16,4s,"1.000 GB",5.455,0.000,0.637,0.686,0.444,11.305,"187.704 MB/s ","140.183 MB/s"
CPU,16,4194304,5GB,16,4s,"5.000 GB",7.769,0.001,0.312,2.624,0.568,15.343,"659.052 MB/s ","451.367 MB/s"
CPU,16,4194304,10GB,16,4s,"10.000 GB",11.168,0.001,0.812,1.805,0.524,18.388,"916.923 MB/s ","711.705 MB/s"
CPU,16,4194304,20GB,16,4s,"20.000 GB",18.479,0.001,0.714,2.355,0.477,26.205,"1.082 GB/s ","922.295 MB/s"
