mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
GPU,4,262144,20GB,4,4s,"20.000 GB",10.360,0.001,0.002,2.320,0.000,16.864,"1.930 GB/s ","1.554 GB/s"
GPU,4,524288,1GB,4,4s,"1.000 GB",0.524,0.001,0.005,0.504,0.000,5.042,"1.907 GB/s ","982.302 MB/s"
GPU,4,524288,5GB,4,4s,"5.000 GB",2.491,0.001,0.003,1.683,0.000,8.220,"2.007 GB/s ","1.185 GB/s"
GPU,4,524288,10GB,4,4s,"10.000 GB",5.059,0.001,0.002,2.472,0.000,11.625,"1.976 GB/s ","1.311 GB/s"
GPU,4,524288,20GB,4,4s,"20.000 GB",10.336,0.001,0.002,2.470,0.024,17.002,"1.935 GB/s ","1.538 GB/s"
GPU,4,1048576,1GB,4,4s,"1.000 GB",0.526,0.001,0.002,0.507,0.000,5.044,"1.902 GB/s ","980.957 MB/s"
GPU,4,1048576,5GB,4,4s,"5.000 GB",2.510,0.001,0.009,1.664,0.000,8.224,"1.991 GB/s ","1.184 GB/s"
GPU,4,1048576,10GB,4,4s,"10.000 GB",5.077,0.001,0.003,2.399,0.001,11.570,"1.970 GB/s ","1.320 GB/s"
GPU,4,1048576,20GB,4,4s,"20.000 GB",10.402,0.001,0.015,2.352,0.000,16.949,"1.922 GB/s ","1.544 GB/s"
GPU,4,2097152,1GB,4,4s,"1.000 GB",0.524,0.001,0.003,0.504,0.040,5.079,"1.910 GB/s ","948.802 MB/s"
GPU,4,2097152,5GB,4,4s,"5.000 GB",2.518,0.001,0.011,1.691,0.000,8.262,"1.985 GB/s ","1.173 GB/s"
GPU,4,2097152,10GB,4,4s,"10.000 GB",5.105,0.001,0.003,2.589,0.000,11.789,"1.958 GB/s ","1.283 GB/s"
GPU,4,2097152,20GB,4,4s,"20.000 GB",10.276,0.001,0.015,2.363,0.000,16.837,"1.945 GB/s ","1.558 GB/s"
GPU,4,4194304,1GB,4,4s,"1.000 GB",0.523,0.001,0.003,0.500,0.000,5.036,"1.910 GB/s ","988.722 MB/s"
GPU,4,4194304,5GB,4,4s,"5.000 GB",2.495,0.001,0.009,1.692,0.000,8.237,"2.004 GB/s ","1.180 GB/s"
GPU,4,4194304,10GB,4,4s,"10.000 GB",5.081,0.001,0.009,2.561,0.000,11.739,"1.968 GB/s ","1.292 GB/s"
GPU,4,4194304,20GB,4,4s,"20.000 GB",10.388,0.001,0.016,2.058,0.036,16.665,"1.925 GB/s ","1.579 GB/s"
GPU,8,65536,1GB,8,4s,"1.000 GB",1.701,0.001,0.229,0.525,0.196,6.672,"601.882 MB/s ","383.186 MB/s"
GPU,8,65536,5GB,8,4s,"5.000 GB",4.959,0.001,0.533,1.817,0.056,11.385,"1.008 GB/s ","693.319 MB/s"
GPU,8,65536,10GB,8,4s,"10.000 GB",10.667,0.001,0.447,1.145,0.124,16.478,"959.976 MB/s ","820.613 MB/s"
GPU,8,65536,20GB,8,4s,"20.000 GB",22.810,0.001,1.705,0.596,0.116,29.384,"897.854 MB/s ","806.799 MB/s"
GPU,8,131072,1GB,8,4s,"1.000 GB",1.251,0.001,0.441,0.483,0.090,6.268,"818.714 MB/s ","451.415 MB/s"
GPU,8,131072,5GB,8,4s,"5.000 GB",5.673,0.001,0.542,1.810,0.200,12.273,"902.533 MB/s ","618.898 MB/s"
GPU,8,131072,10GB,8,4s,"10.000 GB",9.751,0.000,1.525,1.575,0.148,17.076,"1.025 GB/s ","783.138 MB/s"
GPU,8,131072,20GB,8,4s,"20.000 GB",22.127,0.001,1.238,2.272,0.032,29.841,"925.558 MB/s ","792.524 MB/s"
GPU,8,262144,1GB,8,4s,"1.000 GB",1.525,0.001,0.250,0.530,0.100,6.413,"671.271 MB/s ","424.316 MB/s"
GPU,8,262144,5GB,8,4s,"5.000 GB",5.905,0.001,0.669,1.870,0.076,12.556,"866.992 MB/s ","598.416 MB/s"
GPU,8,262144,10GB,8,4s,"10.000 GB",10.957,0.001,0.594,1.305,0.108,17.028,"934.547 MB/s ","786.012 MB/s"
GPU,8,262144,20GB,8,4s,"20.000 GB",22.619,0.001,0.052,1.703,0.092,28.648,"905.433 MB/s ","830.902 MB/s"
GPU,8,524288,1GB,8,4s,"1.000 GB",1.936,0.001,0.170,0.608,0.137,6.862,"528.990 MB/s ","357.739 MB/s"
GPU,8,524288,5GB,8,4s,"5.000 GB",5.779,0.001,0.163,1.864,0.108,11.987,"886.017 MB/s ","641.007 MB/s"
GPU,8,524288,10GB,8,4s,"10.000 GB",11.228,0.001,1.530,0.800,0.118,17.752,"911.978 MB/s ","744.632 MB/s"
GPU,8,524288,20GB,8,4s,"20.000 GB",22.675,0.001,0.842,2.012,0.120,29.818,"903.188 MB/s ","793.255 MB/s"
GPU,8,1048576,1GB,8,4s,"1.000 GB",1.189,0.001,0.137,0.534,0.184,6.080,"860.932 MB/s ","492.357 MB/s"
GPU,8,1048576,5GB,8,4s,"5.000 GB",5.988,0.001,0.546,1.723,0.080,12.390,"855.085 MB/s ","610.232 MB/s"
GPU,8,1048576,10GB,8,4s,"10.000 GB",11.571,0.001,0.135,0.710,0.053,16.570,"884.990 MB/s ","814.605 MB/s"
GPU,8,1048576,20GB,8,4s,"20.000 GB",22.327,0.001,1.088,1.660,0.112,29.351,"917.264 MB/s ","807.868 MB/s"
GPU,8,2097152,1GB,8,4s,"1.000 GB",1.547,0.001,0.255,0.550,0.096,6.469,"661.806 MB/s ","414.667 MB/s"
GPU,8,2097152,5GB,8,4s,"5.000 GB",5.395,0.001,0.681,1.841,0.128,12.080,"949.084 MB/s ","633.688 MB/s"
GPU,8,2097152,10GB,8,4s,"10.000 GB",11.059,0.001,0.114,1.385,0.036,16.686,"925.957 MB/s ","807.185 MB/s"
GPU,8,2097152,20GB,8,4s,"20.000 GB",21.695,0.001,1.866,1.682,0.108,29.538,"943.999 MB/s ","801.946 MB/s"
GPU,8,4194304,1GB,8,4s,"1.000 GB",2.359,0.001,0.375,0.663,0.147,7.592,"434.102 MB/s ","285.068 MB/s"
GPU,8,4194304,5GB,8,4s,"5.000 GB",5.584,0.000,0.528,1.574,0.054,11.781,"916.858 MB/s ","657.977 MB/s"
GPU,8,4194304,10GB,8,4s,"10.000 GB",11.080,0.001,0.062,0.765,0.085,16.050,"924.214 MB/s ","849.777 MB/s"
GPU,8,4194304,20GB,8,4s,"20.000 GB",21.419,0.001,0.770,2.232,0.078,28.650,"956.176 MB/s ","830.835 MB/s"
GPU,16,65536,1GB,16,4s,"1.000 GB",5.494,0.001,0.388,0.914,0.668,11.496,"186.394 MB/s ","136.600 MB/s"
GPU,16,65536,5GB,16,4s,"5.000 GB",8.223,0.000,0.385,2.208,0.532,15.457,"622.632 MB/s ","446.901 MB/s"
GPU,16,65536,10GB,16,4s,"10.000 GB",11.711,0.001,1.233,1.699,0.556,19.280,"874.420 MB/s ","670.135 MB/s"
GPU,16,65536,20GB,16,4s,"20.000 GB",18.485,0.001,1.596,2.667,0.492,27.445,"1.081 GB/s ","873.549 MB/s"
GPU,16,131072,1GB,16,4s,"1.000 GB",5.231,0.001,0.538,0.869,0.544,11.257,"195.752 MB/s ","141.103 MB/s"
GPU,16,131072,5GB,16,4s,"5.000 GB",7.705,0.001,0.439,2.166,0.480,14.875,"664.530 MB/s ","470.815 MB/s"
GPU,16,131072,10GB,16,4s,"10.000 GB",11.444,0.001,0.414,1.685,0.532,18.198,"894.820 MB/s ","721.229 MB/s"
GPU,16,131072,20GB,16,4s,"20.000 GB",19.123,0.001,0.893,2.538,0.500,27.201,"1.045 GB/s ","882.729 MB/s"
GPU,16,262144,1GB,16,4s,"1.000 GB",4.563,0.001,0.362,0.933,0.508,10.413,"224.402 MB/s ","159.668 MB/s"
GPU,16,262144,5GB,16,4s,"5.000 GB",8.171,0.001,1.119,2.298,0.404,16.051,"626.580 MB/s ","424.868 MB/s"
GPU,16,262144,10GB,16,4s,"10.000 GB",12.025,0.001,0.672,1.841,0.504,19.147,"851.543 MB/s ","676.036 MB/s"
GPU,16,262144,20GB,16,4s,"20.000 GB",18.863,0.001,2.133,2.793,0.572,28.576,"1.060 GB/s ","833.325 MB/s"
GPU,16,524288,1GB,16,4s,"1.000 GB",5.255,0.001,0.311,0.893,0.504,11.026,"194.843 MB/s ","145.733 MB/s"
GPU,16,524288,5GB,16,4s,"5.000 GB",8.108,0.001,0.679,2.052,0.544,15.491,"631.459 MB/s ","445.585 MB/s"
GPU,16,524288,10GB,16,4s,"10.000 GB",11.072,0.001,1.591,1.277,0.488,18.522,"924.837 MB/s ","705.151 MB/s"
GPU,16,524288,20GB,16,4s,"20.000 GB",19.103,0.001,0.509,2.287,0.523,26.601,"1.047 GB/s ","906.157 MB/s"
GPU,16,1048576,1GB,16,4s,"1.000 GB",5.107,0.000,0.599,0.958,0.468,11.175,"200.498 MB/s ","142.722 MB/s"
GPU,16,1048576,5GB,16,4s,"5.000 GB",7.387,0.001,0.661,2.305,0.476,14.920,"693.083 MB/s ","468.845 MB/s"
GPU,16,1048576,10GB,16,4s,"10.000 GB",11.779,0.001,2.250,2.176,0.624,21.007,"869.337 MB/s ","602.117 MB/s"
GPU,16,1048576,20GB,16,4s,"20.000 GB",19.072,0.000,0.829,1.751,0.540,26.361,"1.048 GB/s ","915.878 MB/s"
GPU,16,2097152,1GB,16,4s,"1.000 GB",5.191,0.000,0.456,0.915,0.616,11.256,"197.249 MB/s ","141.128 MB/s"
GPU,16,2097152,5GB,16,4s,"5.000 GB",7.556,0.001,0.749,2.068,0.512,14.973,"677.610 MB/s ","466.616 MB/s"
GPU,16,2097152,10GB,16,4s,"10.000 GB",11.339,0.001,0.574,1.779,0.444,18.230,"903.061 MB/s ","719.585 MB/s"
GPU,16,2097152,20GB,16,4s,"20.000 GB",18.419,0.001,1.768,2.518,0.508,27.415,"1.085 GB/s ","874.670 MB/s"
GPU,16,4194304,1GB,16,4s,"1.000 GB",5.267,0.001,0.498,0.931,0.484,11.242,"194.409 MB/s ","141.401 MB/s"
GPU,16,4194304,5GB,16,4s,"5.000 GB",8.052,0.001,0.719,2.106,0.536,15.507,"635.881 MB/s ","444.948 MB/s"
GPU,16,4194304,10GB,16,4s,"10.000 GB",11.072,0.001,0.360,1.612,0.476,17.636,"924.876 MB/s ","750.959 MB/s"
GPU,16,4194304,20GB,16,4s,"20.000 GB",18.799,0.001,1.530,2.279,0.504,27.282,"1.063 GB/s ","879.652 MB/s"
CPU,1,65536,1GB,1,4s,"1.000 GB",0.501,0.001,0.002,0.447,0.000,4.973,"1.997 GB/s ","1.026 GB/s"
CPU,1,65536,5GB,1,4s,"5.000 GB",2.464,0.001,0.002,1.451,0.000,8.053,"2.028 GB/s ","1.233 GB/s"
CPU,1,65536,10GB,1,4s,"10.000 GB",5.100,0.001,0.002,2.341,0.000,11.738,"1.960 GB/s ","1.292 GB/s"
CPU,1,65536,20GB,1,4s,"20.000 GB",10.477,0.001,0.002,1.741,0.000,16.839,"1.908 GB/s ","1.558 GB/s"
CPU,1,131072,1GB,1,4s,"1.000 GB",0.502,0.001,0.002,0.478,0.000,5.007,"1.990 GB/s ","1016.880 MB/s"
CPU,1,131072,5GB,1,4s,"5.000 GB",2.463,0.001,0.002,1.409,0.000,8.010,"2.029 GB/s ","1.246 GB/s"
CPU,1,131072,10GB,1,4s,"10.000 GB",5.101,0.001,0.002,2.285,0.000,11.684,"1.960 GB/s ","1.301 GB/s"
CPU,1,131072,20GB,1,4s,"20.000 GB",10.492,0.001,0.002,2.293,0.000,17.398,"1.906 GB/s ","1.492 GB/s"
CPU,1,262144,1GB,1,4s,"1.000 GB",0.502,0.001,0.002,0.496,0.000,5.024,"1.992 GB/s ","999.524 MB/s"
CPU,1,262144,5GB,1,4s,"5.000 GB",2.469,0.001,0.002,1.407,0.000,8.014,"2.024 GB/s ","1.245 GB/s"
CPU,1,262144,10GB,1,4s,"10.000 GB",5.163,0.001,0.002,1.539,0.000,11.004,"1.937 GB/s ","1.427 GB/s"
CPU,1,262144,20GB,1,4s,"20.000 GB",10.571,0.001,0.002,1.758,0.000,16.948,"1.892 GB/s ","1.544 GB/s"
CPU,1,524288,1GB,1,4s,"1.000 GB",0.502,0.001,0.002,0.478,0.000,5.007,"1.990 GB/s ","1016.934 MB/s"
CPU,1,524288,5GB,1,4s,"5.000 GB",2.464,0.001,0.002,1.409,0.000,8.008,"2.028 GB/s ","1.247 GB/s"
CPU,1,524288,10GB,1,4s,"10.000 GB",5.070,0.001,0.002,1.930,0.000,11.296,"1.972 GB/s ","1.370 GB/s"
CPU,1,524288,20GB,1,4s,"20.000 GB",10.325,0.001,0.002,2.041,0.000,16.979,"1.937 GB/s ","1.540 GB/s"
CPU,1,1048576,1GB,1,4s,"1.000 GB",0.503,0.001,0.002,0.506,0.000,5.035,"1.989 GB/s ","989.430 MB/s"
CPU,1,1048576,5GB,1,4s,"5.000 GB",2.466,0.001,0.002,1.468,0.000,8.073,"2.027 GB/s ","1.228 GB/s"
CPU,1,1048576,10GB,1,4s,"10.000 GB",5.109,0.001,0.002,2.279,0.000,11.691,"1.957 GB/s ","1.300 GB/s"
CPU,1,1048576,20GB,1,4s,"20.000 GB",10.450,0.001,0.002,1.748,0.000,16.820,"1.913 GB/s ","1.560 GB/s"
CPU,1,2097152,1GB,1,4s,"1.000 GB",0.506,0.001,0.002,0.402,0.000,4.934,"1.978 GB/s ","1.069 GB/s"
CPU,1,2097152,5GB,1,4s,"5.000 GB",2.470,0.001,0.002,1.507,0.000,8.113,"2.023 GB/s ","1.215 GB/s"
CPU,1,2097152,10GB,1,4s,"10.000 GB",5.127,0.001,0.002,2.351,0.000,11.775,"1.950 GB/s ","1.286 GB/s"
CPU,1,2097152,20GB,1,4s,"20.000 GB",10.487,0.001,0.002,2.277,0.000,17.377,"1.906 GB/s ","1.495 GB/s"
CPU,1,4194304,1GB,1,4s,"1.000 GB",0.504,0.001,0.002,0.454,0.000,4.984,"1.984 GB/s ","1.016 GB/s"
CPU,1,4194304,5GB,1,4s,"5.000 GB",2.470,0.001,0.002,1.473,0.000,8.082,"2.023 GB/s ","1.225 GB/s"
CPU,1,4194304,10GB,1,4s,"10.000 GB",5.162,0.001,0.002,1.646,0.000,11.111,"1.937 GB/s ","1.406 GB/s"
CPU,1,4194304,20GB,1,4s,"20.000 GB",10.600,0.001,0.002,1.766,0.000,16.981,"1.886 GB/s ","1.540 GB/s"
CPU,2,65536,1GB,2,4s,"1.000 GB",0.438,0.001,0.157,0.510,0.000,5.119,"2.284 GB/s ","914.959 MB/s"
CPU,2,65536,5GB,2,4s,"5.000 GB",2.136,0.001,0.049,1.433,0.000,7.694,"2.341 GB/s ","1.353 GB/s"
CPU,2,65536,10GB,2,4s,"10.000 GB",4.431,0.001,0.048,2.294,0.000,10.938,"2.257 GB/s ","1.441 GB/s"
CPU,2,65536,20GB,2,4s,"20.000 GB",8.694,0.001,0.052,2.279,0.000,15.354,"2.300 GB/s ","1.761 GB/s"
CPU,2,131072,1GB,2,4s,"1.000 GB",0.445,0.001,0.043,0.297,0.000,4.800,"2.245 GB/s ","1.249 GB/s"
CPU,2,131072,5GB,2,4s,"5.000 GB",2.116,0.001,0.061,1.641,0.000,7.895,"2.363 GB/s ","1.283 GB/s"
CPU,2,131072,10GB,2,4s,"10.000 GB",4.530,0.001,0.058,1.427,0.000,10.184,"2.207 GB/s ","1.616 GB/s"
CPU,2,131072,20GB,2,4s,"20.000 GB",8.434,0.001,0.052,2.399,0.000,15.216,"2.371 GB/s ","1.782 GB/s"
CPU,2,262144,1GB,2,4s,"1.000 GB",0.437,0.001,0.044,0.343,0.000,4.839,"2.288 GB/s ","1.190 GB/s"
CPU,2,262144,5GB,2,4s,"5.000 GB",2.127,0.001,0.044,1.576,0.000,7.824,"2.350 GB/s ","1.307 GB/s"
CPU,2,262144,10GB,2,4s,"10.000 GB",4.504,0.001,0.052,1.450,0.000,10.172,"2.220 GB/s ","1.620 GB/s"
CPU,2,262144,20GB,2,4s,"20.000 GB",8.750,0.001,0.003,2.327,0.000,15.413,"2.285 GB/s ","1.752 GB/s"
CPU,2,524288,1GB,2,4s,"1.000 GB",0.453,0.001,0.042,0.517,0.000,5.028,"2.205 GB/s ","996.519 MB/s"
CPU,2,524288,5GB,2,4s,"5.000 GB",2.063,0.001,0.005,1.506,0.000,7.651,"2.423 GB/s ","1.369 GB/s"
CPU,2,524288,10GB,2,4s,"10.000 GB",4.516,0.001,0.048,1.737,0.000,10.470,"2.214 GB/s ","1.545 GB/s"
CPU,2,524288,20GB,2,4s,"20.000 GB",8.485,0.001,0.059,2.240,0.000,15.109,"2.356 GB/s ","1.800 GB/s"
CPU,2,1048576,1GB,2,4s,"1.000 GB",0.438,0.001,0.043,0.507,0.000,5.003,"2.283 GB/s ","1021.212 MB/s"
CPU,2,1048576,5GB,2,4s,"5.000 GB",2.131,0.001,0.006,1.560,0.000,7.774,"2.346 GB/s ","1.324 GB/s"
CPU,2,1048576,10GB,2,4s,"10.000 GB",4.556,0.001,0.007,1.691,0.000,10.421,"2.194 GB/s ","1.557 GB/s"
CPU,2,1048576,20GB,2,4s,"20.000 GB",8.559,0.001,0.038,2.322,0.000,15.255,"2.336 GB/s ","1.776 GB/s"
CPU,2,2097152,1GB,2,4s,"1.000 GB",0.441,0.001,0.044,0.498,0.000,4.997,"2.269 GB/s ","1.002 GB/s"
CPU,2,2097152,5GB,2,4s,"5.000 GB",2.126,0.001,0.046,1.420,0.000,7.670,"2.352 GB/s ","1.362 GB/s"
CPU,2,2097152,10GB,2,4s,"10.000 GB",4.484,0.001,0.049,1.447,0.000,10.147,"2.229 GB/s ","1.626 GB/s"
CPU,2,2097152,20GB,2,4s,"20.000 GB",8.553,0.001,0.055,2.319,0.000,15.262,"2.338 GB/s ","1.775 GB/s"
CPU,2,4194304,1GB,2,4s,"1.000 GB",0.441,0.001,0.044,0.480,0.000,4.980,"2.268 GB/s ","1.021 GB/s"
