mode,io_threads,block_size,dataset_size,ranks,compute_time,read_size,raw_read_time,metadata_time,raw_read_rate,observed_read_rate
GPU,2,131072,20GB,2,4s,"20.000 GB",2.574,0.001,"7.770 GB/s ","7.766 GB/s"
GPU,2,262144,1GB,2,4s,"1.000 GB",0.166,0.001,"6.029 GB/s ","5.950 GB/s"
GPU,2,262144,5GB,2,4s,"5.000 GB",0.674,0.001,"7.420 GB/s ","7.314 GB/s"
GPU,2,262144,10GB,2,4s,"10.000 GB",1.289,0.001,"7.756 GB/s ","7.746 GB/s"
GPU,2,262144,20GB,2,4s,"20.000 GB",2.524,0.001,"7.923 GB/s ","7.919 GB/s"
GPU,2,524288,1GB,2,4s,"1.000 GB",0.163,0.001,"6.143 GB/s ","6.094 GB/s"
GPU,2,524288,5GB,2,4s,"5.000 GB",0.720,0.001,"6.943 GB/s ","6.930 GB/s"
GPU,2,524288,10GB,2,4s,"10.000 GB",1.365,0.001,"7.328 GB/s ","7.320 GB/s"
GPU,2,524288,20GB,2,4s,"20.000 GB",2.594,0.001,"7.710 GB/s ","7.703 GB/s"
GPU,2,1048576,1GB,2,4s,"1.000 GB",0.177,0.001,"5.664 GB/s ","5.620 GB/s"
GPU,2,1048576,5GB,2,4s,"5.000 GB",0.705,0.001,"7.089 GB/s ","7.074 GB/s"
GPU,2,1048576,10GB,2,4s,"10.000 GB",1.336,0.001,"7.483 GB/s ","7.476 GB/s"
GPU,2,1048576,20GB,2,4s,"20.000 GB",2.569,0.001,"7.786 GB/s ","7.782 GB/s"
GPU,2,2097152,1GB,2,4s,"1.000 GB",0.177,0.001,"5.663 GB/s ","5.593 GB/s"
GPU,2,2097152,5GB,2,4s,"5.000 GB",0.683,0.001,"7.324 GB/s ","7.306 GB/s"
GPU,2,2097152,10GB,2,4s,"10.000 GB",1.350,0.001,"7.408 GB/s ","7.400 GB/s"
GPU,2,2097152,20GB,2,4s,"20.000 GB",2.581,0.001,"7.748 GB/s ","7.743 GB/s"
GPU,2,4194304,1GB,2,4s,"1.000 GB",0.146,0.001,"6.854 GB/s ","6.752 GB/s"
GPU,2,4194304,5GB,2,4s,"5.000 GB",0.714,0.001,"7.005 GB/s ","6.991 GB/s"
GPU,2,4194304,10GB,2,4s,"10.000 GB",1.356,0.001,"7.372 GB/s ","7.358 GB/s"
GPU,2,4194304,20GB,2,4s,"20.000 GB",2.597,0.001,"7.699 GB/s ","7.692 GB/s"
GPU,4,65536,1GB,4,4s,"1.000 GB",0.736,0.001,"1.357 GB/s ","1.354 GB/s"
GPU,4,65536,5GB,4,4s,"5.000 GB",3.027,0.001,"1.651 GB/s ","1.650 GB/s"
GPU,4,65536,10GB,4,4s,"10.000 GB",4.260,0.001,"2.347 GB/s ","2.346 GB/s"
GPU,4,65536,20GB,4,4s,"20.000 GB",7.847,0.035,"2.548 GB/s ","2.536 GB/s"
GPU,4,131072,1GB,4,4s,"1.000 GB",0.999,0.001,"1.001 GB/s ","1023.816 MB/s"
GPU,4,131072,5GB,4,4s,"5.000 GB",2.197,0.001,"2.275 GB/s ","2.262 GB/s"
GPU,4,131072,10GB,4,4s,"10.000 GB",4.175,0.009,"2.395 GB/s ","2.389 GB/s"
GPU,4,131072,20GB,4,4s,"20.000 GB",7.361,0.001,"2.717 GB/s ","2.712 GB/s"
GPU,4,262144,1GB,4,4s,"1.000 GB",0.689,0.009,"1.451 GB/s ","1.406 GB/s"
GPU,4,262144,5GB,4,4s,"5.000 GB",2.340,0.001,"2.136 GB/s ","2.135 GB/s"
GPU,4,262144,10GB,4,4s,"10.000 GB",4.417,0.001,"2.264 GB/s ","2.263 GB/s"
GPU,4,262144,20GB,4,4s,"20.000 GB",8.782,0.001,"2.276 GB/s ","2.276 GB/s"
GPU,4,524288,1GB,4,4s,"1.000 GB",0.683,0.001,"1.464 GB/s ","1.461 GB/s"
GPU,4,524288,5GB,4,4s,"5.000 GB",2.704,0.017,"1.849 GB/s ","1.837 GB/s"
GPU,4,524288,10GB,4,4s,"10.000 GB",4.660,0.001,"2.146 GB/s ","2.145 GB/s"
GPU,4,524288,20GB,4,4s,"20.000 GB",8.211,0.001,"2.436 GB/s ","2.435 GB/s"
GPU,4,1048576,1GB,4,4s,"1.000 GB",0.737,0.213,"1.357 GB/s ","1.047 GB/s"
GPU,4,1048576,5GB,4,4s,"5.000 GB",2.563,0.001,"1.950 GB/s ","1.949 GB/s"
GPU,4,1048576,10GB,4,4s,"10.000 GB",3.949,0.001,"2.532 GB/s ","2.531 GB/s"
GPU,4,1048576,20GB,4,4s,"20.000 GB",8.714,0.001,"2.295 GB/s ","2.290 GB/s"
GPU,4,2097152,1GB,4,4s,"1.000 GB",0.637,0.001,"1.569 GB/s ","1.564 GB/s"
GPU,4,2097152,5GB,4,4s,"5.000 GB",2.122,0.001,"2.355 GB/s ","2.354 GB/s"
GPU,4,2097152,10GB,4,4s,"10.000 GB",3.745,0.001,"2.670 GB/s ","2.669 GB/s"
GPU,4,2097152,20GB,4,4s,"20.000 GB",8.071,0.081,"2.478 GB/s ","2.451 GB/s"
GPU,4,4194304,1GB,4,4s,"1.000 GB",0.759,0.001,"1.316 GB/s ","1.314 GB/s"
GPU,4,4194304,5GB,4,4s,"5.000 GB",2.373,0.001,"2.106 GB/s ","2.105 GB/s"
GPU,4,4194304,10GB,4,4s,"10.000 GB",4.587,0.001,"2.180 GB/s ","2.179 GB/s"
GPU,4,4194304,20GB,4,4s,"20.000 GB",8.691,0.001,"2.301 GB/s ","2.300 GB/s"
GPU,8,65536,1GB,8,4s,"1.000 GB",1.556,0.140,"658.279 MB/s ","576.571 MB/s"
GPU,8,65536,5GB,8,4s,"5.000 GB",3.111,0.001,"1.606 GB/s ","1.605 GB/s"
GPU,8,65536,10GB,8,4s,"10.000 GB",5.952,0.117,"1.680 GB/s ","1.634 GB/s"
GPU,8,65536,20GB,8,4s,"20.000 GB",11.528,0.208,"1.734 GB/s ","1.703 GB/s"
GPU,8,131072,1GB,8,4s,"1.000 GB",2.879,0.109,"355.675 MB/s ","333.766 MB/s"
GPU,8,131072,5GB,8,4s,"5.000 GB",4.063,0.001,"1.230 GB/s ","1.223 GB/s"
GPU,8,131072,10GB,8,4s,"10.000 GB",7.051,0.009,"1.418 GB/s ","1.416 GB/s"
GPU,8,131072,20GB,8,4s,"20.000 GB",13.115,0.117,"1.524 GB/s ","1.498 GB/s"
GPU,8,262144,1GB,8,4s,"1.000 GB",1.971,0.061,"519.569 MB/s ","489.470 MB/s"
GPU,8,262144,5GB,8,4s,"5.000 GB",3.662,0.086,"1.365 GB/s ","1.333 GB/s"
GPU,8,262144,10GB,8,4s,"10.000 GB",6.763,0.461,"1.479 GB/s ","1.368 GB/s"
GPU,8,262144,20GB,8,4s,"20.000 GB",11.628,0.212,"1.720 GB/s ","1.688 GB/s"
GPU,8,524288,1GB,8,4s,"1.000 GB",0.995,0.041,"1.005 GB/s ","987.729 MB/s"
GPU,8,524288,5GB,8,4s,"5.000 GB",3.827,0.053,"1.306 GB/s ","1.287 GB/s"
GPU,8,524288,10GB,8,4s,"10.000 GB",6.516,0.268,"1.534 GB/s ","1.456 GB/s"
GPU,8,524288,20GB,8,4s,"20.000 GB",10.516,0.079,"1.901 GB/s ","1.871 GB/s"
GPU,8,1048576,1GB,8,4s,"1.000 GB",1.339,0.300,"764.493 MB/s ","624.134 MB/s"
GPU,8,1048576,5GB,8,4s,"5.000 GB",3.835,0.056,"1.303 GB/s ","1.284 GB/s"
GPU,8,1048576,10GB,8,4s,"10.000 GB",7.210,0.001,"1.387 GB/s ","1.384 GB/s"
GPU,8,1048576,20GB,8,4s,"20.000 GB",11.043,0.116,"1.811 GB/s ","1.790 GB/s"
GPU,8,2097152,1GB,8,4s,"1.000 GB",1.931,0.032,"530.232 MB/s ","521.244 MB/s"
GPU,8,2097152,5GB,8,4s,"5.000 GB",5.227,0.017,"979.584 MB/s ","976.266 MB/s"
GPU,8,2097152,10GB,8,4s,"10.000 GB",5.920,0.104,"1.688 GB/s ","1.655 GB/s"
GPU,8,2097152,20GB,8,4s,"20.000 GB",12.887,0.180,"1.552 GB/s ","1.527 GB/s"
GPU,8,4194304,1GB,8,4s,"1.000 GB",1.184,0.509,"864.955 MB/s ","584.464 MB/s"
GPU,8,4194304,5GB,8,4s,"5.000 GB",4.112,0.196,"1.216 GB/s ","1.131 GB/s"
GPU,8,4194304,10GB,8,4s,"10.000 GB",6.319,0.241,"1.582 GB/s ","1.521 GB/s"
GPU,8,4194304,20GB,8,4s,"20.000 GB",13.780,0.107,"1.451 GB/s ","1.438 GB/s"
GPU,16,65536,1GB,16,4s,"1.000 GB",4.580,0.360,"223.586 MB/s ","200.941 MB/s"
GPU,16,65536,5GB,16,4s,"5.000 GB",5.752,0.383,"890.129 MB/s ","815.808 MB/s"
GPU,16,65536,10GB,16,4s,"10.000 GB",7.464,0.480,"1.339 GB/s ","1.230 GB/s"
GPU,16,65536,20GB,16,4s,"20.000 GB",11.947,0.116,"1.674 GB/s ","1.638 GB/s"
GPU,16,131072,1GB,16,4s,"1.000 GB",4.096,0.388,"250.001 MB/s ","219.741 MB/s"
GPU,16,131072,5GB,16,4s,"5.000 GB",5.216,0.200,"981.662 MB/s ","913.026 MB/s"
GPU,16,131072,10GB,16,4s,"10.000 GB",8.129,0.434,"1.229 GB/s ","1.147 GB/s"
GPU,16,131072,20GB,16,4s,"20.000 GB",12.368,0.471,"1.616 GB/s ","1.540 GB/s"
GPU,16,262144,1GB,16,4s,"1.000 GB",4.524,0.400,"226.351 MB/s ","201.835 MB/s"
GPU,16,262144,5GB,16,4s,"5.000 GB",5.736,0.360,"892.618 MB/s ","816.328 MB/s"
GPU,16,262144,10GB,16,4s,"10.000 GB",8.044,0.539,"1.243 GB/s ","1.147 GB/s"
GPU,16,262144,20GB,16,4s,"20.000 GB",11.548,0.404,"1.731 GB/s ","1.652 GB/s"
GPU,16,524288,1GB,16,4s,"1.000 GB",4.436,0.508,"230.852 MB/s ","202.108 MB/s"
GPU,16,524288,5GB,16,4s,"5.000 GB",5.305,0.536,"965.085 MB/s ","854.620 MB/s"
GPU,16,524288,10GB,16,4s,"10.000 GB",7.802,0.498,"1.281 GB/s ","1.184 GB/s"
GPU,16,524288,20GB,16,4s,"20.000 GB",12.148,0.203,"1.646 GB/s ","1.603 GB/s"
GPU,16,1048576,1GB,16,4s,"1.000 GB",4.004,0.320,"255.752 MB/s ","229.803 MB/s"
GPU,16,1048576,5GB,16,4s,"5.000 GB",5.508,0.312,"929.603 MB/s ","861.370 MB/s"
GPU,16,1048576,10GB,16,4s,"10.000 GB",7.632,0.388,"1.310 GB/s ","1.217 GB/s"
GPU,16,1048576,20GB,16,4s,"20.000 GB",12.396,0.584,"1.613 GB/s ","1.524 GB/s"
GPU,16,2097152,1GB,16,4s,"1.000 GB",4.118,0.122,"248.655 MB/s ","233.364 MB/s"
GPU,16,2097152,5GB,16,4s,"5.000 GB",5.455,0.153,"938.615 MB/s ","890.403 MB/s"
GPU,16,2097152,10GB,16,4s,"10.000 GB",7.199,0.141,"1.389 GB/s ","1.332 GB/s"
GPU,16,2097152,20GB,16,4s,"20.000 GB",13.888,0.524,"1.439 GB/s ","1.371 GB/s"
GPU,16,4194304,1GB,16,4s,"1.000 GB",4.400,0.384,"232.730 MB/s ","206.220 MB/s"
GPU,16,4194304,5GB,16,4s,"5.000 GB",5.352,0.424,"956.630 MB/s ","863.117 MB/s"
GPU,16,4194304,10GB,16,4s,"10.000 GB",7.340,0.168,"1.362 GB/s ","1.297 GB/s"
GPU,16,4194304,20GB,16,4s,"20.000 GB",13.842,0.302,"1.444 GB/s ","1.397 GB/s"
CPU,1,65536,1GB,1,4s,"1.000 GB",0.263,0.001,"3.802 GB/s ","3.783 GB/s"
CPU,1,65536,5GB,1,4s,"5.000 GB",1.283,0.001,"3.897 GB/s ","3.895 GB/s"
CPU,1,65536,10GB,1,4s,"10.000 GB",2.444,0.001,"4.091 GB/s ","4.089 GB/s"
CPU,1,65536,20GB,1,4s,"20.000 GB",4.769,0.001,"4.193 GB/s ","4.192 GB/s"
CPU,1,131072,1GB,1,4s,"1.000 GB",0.263,0.001,"3.804 GB/s ","3.786 GB/s"
CPU,1,131072,5GB,1,4s,"5.000 GB",1.274,0.001,"3.924 GB/s ","3.921 GB/s"
CPU,1,131072,10GB,1,4s,"10.000 GB",2.463,0.001,"4.060 GB/s ","4.058 GB/s"
CPU,1,131072,20GB,1,4s,"20.000 GB",4.713,0.001,"4.243 GB/s ","4.241 GB/s"
CPU,1,262144,1GB,1,4s,"1.000 GB",0.261,0.001,"3.825 GB/s ","3.795 GB/s"
CPU,1,262144,5GB,1,4s,"5.000 GB",1.272,0.001,"3.929 GB/s ","3.925 GB/s"
CPU,1,262144,10GB,1,4s,"10.000 GB",2.460,0.001,"4.064 GB/s ","4.061 GB/s"
CPU,1,262144,20GB,1,4s,"20.000 GB",4.635,0.001,"4.314 GB/s ","4.313 GB/s"
CPU,1,524288,1GB,1,4s,"1.000 GB",0.261,0.001,"3.827 GB/s ","3.798 GB/s"
CPU,1,524288,5GB,1,4s,"5.000 GB",1.246,0.001,"4.014 GB/s ","4.010 GB/s"
CPU,1,524288,10GB,1,4s,"10.000 GB",2.463,0.001,"4.060 GB/s ","4.058 GB/s"
CPU,1,524288,20GB,1,4s,"20.000 GB",4.706,0.001,"4.249 GB/s ","4.248 GB/s"
CPU,1,1048576,1GB,1,4s,"1.000 GB",0.262,0.001,"3.823 GB/s ","3.805 GB/s"
CPU,1,1048576,5GB,1,4s,"5.000 GB",1.273,0.001,"3.927 GB/s ","3.923 GB/s"
CPU,1,1048576,10GB,1,4s,"10.000 GB",2.461,0.001,"4.063 GB/s ","4.062 GB/s"
CPU,1,1048576,20GB,1,4s,"20.000 GB",4.708,0.001,"4.248 GB/s ","4.247 GB/s"
CPU,1,2097152,1GB,1,4s,"1.000 GB",0.261,0.001,"3.832 GB/s ","3.814 GB/s"
CPU,1,2097152,5GB,1,4s,"5.000 GB",1.273,0.001,"3.927 GB/s ","3.921 GB/s"
CPU,1,2097152,10GB,1,4s,"10.000 GB",2.462,0.001,"4.062 GB/s ","4.060 GB/s"
CPU,1,2097152,20GB,1,4s,"20.000 GB",4.707,0.001,"4.249 GB/s ","4.248 GB/s"
CPU,1,4194304,1GB,1,4s,"1.000 GB",0.262,0.001,"3.821 GB/s ","3.799 GB/s"
CPU,1,4194304,5GB,1,4s,"5.000 GB",1.273,0.001,"3.928 GB/s ","3.925 GB/s"
CPU,1,4194304,10GB,1,4s,"10.000 GB",2.461,0.001,"4.063 GB/s ","4.062 GB/s"
CPU,1,4194304,20GB,1,4s,"20.000 GB",4.699,0.001,"4.256 GB/s ","4.254 GB/s"
CPU,2,65536,1GB,2,4s,"1.000 GB",0.177,0.001,"5.651 GB/s ","5.608 GB/s"
CPU,2,65536,5GB,2,4s,"5.000 GB",0.733,0.001,"6.822 GB/s ","6.811 GB/s"
CPU,2,65536,10GB,2,4s,"10.000 GB",1.357,0.001,"7.366 GB/s ","7.359 GB/s"
CPU,2,65536,20GB,2,4s,"20.000 GB",2.612,0.001,"7.657 GB/s ","7.651 GB/s"
CPU,2,131072,1GB,2,4s,"1.000 GB",0.180,0.001,"5.543 GB/s ","5.499 GB/s"
CPU,2,131072,5GB,2,4s,"5.000 GB",0.732,0.001,"6.832 GB/s ","6.818 GB/s"
CPU,2,131072,10GB,2,4s,"10.000 GB",1.383,0.001,"7.232 GB/s ","7.226 GB/s"
CPU,2,131072,20GB,2,4s,"20.000 GB",2.625,0.001,"7.618 GB/s ","7.613 GB/s"
CPU,2,262144,1GB,2,4s,"1.000 GB",0.146,0.001,"6.851 GB/s ","6.786 GB/s"
CPU,2,262144,5GB,2,4s,"5.000 GB",0.734,0.001,"6.811 GB/s ","6.798 GB/s"
CPU,2,262144,10GB,2,4s,"10.000 GB",1.352,0.001,"7.397 GB/s ","7.386 GB/s"
CPU,2,262144,20GB,2,4s,"20.000 GB",2.628,0.001,"7.608 GB/s ","7.603 GB/s"
CPU,2,524288,1GB,2,4s,"1.000 GB",0.177,0.001,"5.639 GB/s ","5.568 GB/s"
CPU,2,524288,5GB,2,4s,"5.000 GB",0.733,0.001,"6.823 GB/s ","6.811 GB/s"
CPU,2,524288,10GB,2,4s,"10.000 GB",1.367,0.001,"7.316 GB/s ","7.309 GB/s"
CPU,2,524288,20GB,2,4s,"20.000 GB",2.617,0.001,"7.643 GB/s ","7.639 GB/s"
CPU,2,1048576,1GB,2,4s,"1.000 GB",0.176,0.001,"5.666 GB/s ","5.618 GB/s"
CPU,2,1048576,5GB,2,4s,"5.000 GB",0.709,0.001,"7.049 GB/s ","7.035 GB/s"
CPU,2,1048576,10GB,2,4s,"10.000 GB",1.383,0.001,"7.232 GB/s ","7.225 GB/s"
CPU,2,1048576,20GB,2,4s,"20.000 GB",2.634,0.001,"7.593 GB/s ","7.589 GB/s"
CPU,2,2097152,1GB,2,4s,"1.000 GB",0.145,0.001,"6.874 GB/s ","6.803 GB/s"
CPU,2,2097152,5GB,2,4s,"5.000 GB",0.735,0.001,"6.806 GB/s ","6.793 GB/s"
CPU,2,2097152,10GB,2,4s,"10.000 GB",1.373,0.001,"7.280 GB/s ","7.273 GB/s"
CPU,2,2097152,20GB,2,4s,"20.000 GB",2.610,0.001,"7.663 GB/s ","7.656 GB/s"
CPU,2,4194304,1GB,2,4s,"1.000 GB",0.178,0.001,"5.610 GB/s ","5.565 GB/s"
CPU,2,4194304,5GB,2,4s,"5.000 GB",0.735,0.001,"6.800 GB/s ","6.783 GB/s"
CPU,2,4194304,10GB,2,4s,"10.000 GB",1.388,0.001,"7.204 GB/s ","7.197 GB/s"
CPU,2,4194304,20GB,2,4s,"20.000 GB",2.627,0.001,"7.613 GB/s ","7.608 GB/s"
CPU,4,65536,1GB,4,4s,"1.000 GB",0.660,0.001,"1.516 GB/s ","1.512 GB/s"
CPU,4,65536,5GB,4,4s,"5.000 GB",2.348,0.001,"2.129 GB/s ","2.127 GB/s"
CPU,4,65536,10GB,4,4s,"10.000 GB",5.064,0.022,"1.975 GB/s ","1.966 GB/s"
CPU,4,65536,20GB,4,4s,"20.000 GB",9.573,0.071,"2.089 GB/s ","2.073 GB/s"
CPU,4,131072,1GB,4,4s,"1.000 GB",0.595,0.001,"1.680 GB/s ","1.676 GB/s"
CPU,4,131072,5GB,4,4s,"5.000 GB",2.369,0.001,"2.110 GB/s ","2.109 GB/s"
CPU,4,131072,10GB,4,4s,"10.000 GB",4.637,0.001,"2.156 GB/s ","2.155 GB/s"
CPU,4,131072,20GB,4,4s,"20.000 GB",8.513,0.001,"2.349 GB/s ","2.349 GB/s"
CPU,4,262144,1GB,4,4s,"1.000 GB",0.682,0.001,"1.466 GB/s ","1.324 GB/s"
CPU,4,262144,5GB,4,4s,"5.000 GB",2.454,0.001,"2.037 GB/s ","2.036 GB/s"
CPU,4,262144,10GB,4,4s,"10.000 GB",4.291,0.001,"2.330 GB/s ","2.329 GB/s"
CPU,4,262144,20GB,4,4s,"20.000 GB",8.881,0.001,"2.252 GB/s ","2.251 GB/s"
CPU,4,524288,1GB,4,4s,"1.000 GB",1.058,0.205,"967.526 MB/s ","809.901 MB/s"
CPU,4,524288,5GB,4,4s,"5.000 GB",2.239,0.007,"2.232 GB/s ","2.209 GB/s"
CPU,4,524288,10GB,4,4s,"10.000 GB",4.806,0.001,"2.080 GB/s ","2.079 GB/s"
CPU,4,524288,20GB,4,4s,"20.000 GB",8.494,0.001,"2.354 GB/s ","2.354 GB/s"
CPU,4,1048576,1GB,4,4s,"1.000 GB",0.667,0.001,"1.500 GB/s ","1.496 GB/s"
CPU,4,1048576,5GB,4,4s,"5.000 GB",2.258,0.028,"2.214 GB/s ","2.167 GB/s"
CPU,4,1048576,10GB,4,4s,"10.000 GB",5.487,0.085,"1.822 GB/s ","1.794 GB/s"
CPU,4,1048576,20GB,4,4s,"20.000 GB",7.799,0.001,"2.564 GB/s ","2.563 GB/s"
CPU,4,2097152,1GB,4,4s,"1.000 GB",0.846,0.014,"1.182 GB/s ","1.161 GB/s"
CPU,4,2097152,5GB,4,4s,"5.000 GB",2.422,0.001,"2.063 GB/s ","2.062 GB/s"
CPU,4,2097152,10GB,4,4s,"10.000 GB",4.697,0.001,"2.129 GB/s ","2.128 GB/s"
CPU,4,2097152,20GB,4,4s,"20.000 GB",7.563,0.001,"2.644 GB/s ","2.644 GB/s"
CPU,4,4194304,1GB,4,4s,"1.000 GB",0.812,0.001,"1.231 GB/s ","1.229 GB/s"
CPU,4,4194304,5GB,4,4s,"5.000 GB",2.442,0.001,"2.048 GB/s ","2.046 GB/s"
CPU,4,4194304,10GB,4,4s,"10.000 GB",5.506,0.001,"1.815 GB/s ","1.812 GB/s"
CPU,4,4194304,20GB,4,4s,"20.000 GB",7.893,0.001,"2.533 GB/s ","2.533 GB/s"
CPU,8,65536,1GB,8,4s,"1.000 GB",2.220,0.252,"461.265 MB/s ","403.147 MB/s"
CPU,8,65536,5GB,8,4s,"5.000 GB",4.009,0.193,"1.247 GB/s ","1.189 GB/s"
CPU,8,65536,10GB,8,4s,"10.000 GB",6.583,0.117,"1.519 GB/s ","1.476 GB/s"
CPU,8,65536,20GB,8,4s,"20.000 GB",14.048,0.300,"1.423 GB/s ","1.386 GB/s"
CPU,8,131072,1GB,8,4s,"1.000 GB",1.446,0.001,"708.014 MB/s ","678.695 MB/s"
CPU,8,131072,5GB,8,4s,"5.000 GB",4.003,0.189,"1.248 GB/s ","1.188 GB/s"
CPU,8,131072,10GB,8,4s,"10.000 GB",7.646,0.219,"1.308 GB/s ","1.271 GB/s"
CPU,8,131072,20GB,8,4s,"20.000 GB",11.627,0.105,"1.720 GB/s ","1.700 GB/s"
CPU,8,262144,1GB,8,4s,"1.000 GB",2.114,0.005,"484.407 MB/s ","483.247 MB/s"
CPU,8,262144,5GB,8,4s,"5.000 GB",3.587,0.009,"1.394 GB/s ","1.384 GB/s"
CPU,8,262144,10GB,8,4s,"10.000 GB",6.080,0.308,"1.645 GB/s ","1.556 GB/s"
CPU,8,262144,20GB,8,4s,"20.000 GB",11.826,0.224,"1.690 GB/s ","1.659 GB/s"
CPU,8,524288,1GB,8,4s,"1.000 GB",1.944,0.180,"526.852 MB/s ","468.828 MB/s"
CPU,8,524288,5GB,8,4s,"5.000 GB",3.092,0.013,"1.617 GB/s ","1.604 GB/s"
CPU,8,524288,10GB,8,4s,"10.000 GB",5.908,0.332,"1.692 GB/s ","1.598 GB/s"
CPU,8,524288,20GB,8,4s,"20.000 GB",11.899,0.160,"1.681 GB/s ","1.645 GB/s"
CPU,8,1048576,1GB,8,4s,"1.000 GB",1.728,0.323,"592.434 MB/s ","478.504 MB/s"
CPU,8,1048576,5GB,8,4s,"5.000 GB",4.159,0.124,"1.201 GB/s ","1.166 GB/s"
CPU,8,1048576,10GB,8,4s,"10.000 GB",7.441,0.245,"1.344 GB/s ","1.296 GB/s"
CPU,8,1048576,20GB,8,4s,"20.000 GB",12.454,0.193,"1.605 GB/s ","1.575 GB/s"
CPU,8,2097152,1GB,8,4s,"1.000 GB",2.037,0.121,"502.586 MB/s ","474.395 MB/s"
CPU,8,2097152,5GB,8,4s,"5.000 GB",3.567,0.068,"1.401 GB/s ","1.374 GB/s"
CPU,8,2097152,10GB,8,4s,"10.000 GB",8.130,0.093,"1.229 GB/s ","1.215 GB/s"
CPU,8,2097152,20GB,8,4s,"20.000 GB",12.887,0.085,"1.552 GB/s ","1.528 GB/s"
CPU,8,4194304,1GB,8,4s,"1.000 GB",1.490,0.077,"687.457 MB/s ","638.701 MB/s"
CPU,8,4194304,5GB,8,4s,"5.000 GB",4.217,0.018,"1.186 GB/s ","1.178 GB/s"
