mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
GPU,1,65536,1GB,1,4s,"1.000 GB",0.340,0.001,0.001,0.345,0.000,4.702,"2.938 GB/s ","1.425 GB/s"
GPU,1,65536,5GB#,1,4s,"576.000 B",0.001,0.001,0.001,0.016,0.001,4.020,"937.499 KB/s ","27.872 KB/s"
