mode,io_threads,block_size,dataset_size,ranks,compute_time,read_size,raw_read_time,metadata_time,raw_read_rate,observed_read_rate
CPU,8,2097152,10GB,8,4s,"10.000 GB",5.369,0.083,"1.862 GB/s ","1.804 GB/s"
CPU,8,2097152,20GB,8,4s,"20.000 GB",10.262,0.154,"1.948 GB/s ","1.919 GB/s"
CPU,8,4194304,1GB,8,4s,"1.000 GB",2.216,0.264,"462.153 MB/s ","410.163 MB/s"
CPU,8,4194304,5GB,8,4s,"5.000 GB",3.239,0.125,"1.543 GB/s ","1.480 GB/s"
CPU,8,4194304,10GB,8,4s,"10.000 GB",7.156,0.001,"1.396 GB/s ","1.384 GB/s"
CPU,8,4194304,20GB,8,4s,"20.000 GB",12.294,0.001,"1.626 GB/s ","1.624 GB/s"
CPU,16,65536,1GB,16,4s,"1.000 GB",3.718,0.422,"275.428 MB/s ","239.722 MB/s"
CPU,16,65536,5GB,16,4s,"5.000 GB",5.176,0.483,"989.137 MB/s ","878.520 MB/s"
CPU,16,65536,10GB,16,4s,"10.000 GB",7.824,0.375,"1.277 GB/s ","1.196 GB/s"
CPU,16,65536,20GB,16,4s,"20.000 GB",11.320,0.420,"1.767 GB/s ","1.682 GB/s"
CPU,16,131072,1GB,16,4s,"1.000 GB",3.874,0.321,"264.356 MB/s ","236.817 MB/s"
CPU,16,131072,5GB,16,4s,"5.000 GB",5.768,0.501,"887.693 MB/s ","796.247 MB/s"
CPU,16,131072,10GB,16,4s,"10.000 GB",7.172,0.472,"1.394 GB/s ","1.285 GB/s"
CPU,16,131072,20GB,16,4s,"20.000 GB",11.593,0.412,"1.725 GB/s ","1.654 GB/s"
CPU,16,262144,1GB,16,4s,"1.000 GB",3.812,0.463,"268.628 MB/s ","231.466 MB/s"
CPU,16,262144,5GB,16,4s,"5.000 GB",5.616,0.315,"911.693 MB/s ","840.176 MB/s"
CPU,16,262144,10GB,16,4s,"10.000 GB",7.719,0.213,"1.295 GB/s ","1.237 GB/s"
CPU,16,262144,20GB,16,4s,"20.000 GB",10.902,0.209,"1.834 GB/s ","1.772 GB/s"
CPU,16,524288,1GB,16,4s,"1.000 GB",3.816,0.500,"268.347 MB/s ","229.465 MB/s"
CPU,16,524288,5GB,16,4s,"5.000 GB",5.344,0.280,"958.140 MB/s ","887.653 MB/s"
CPU,16,524288,10GB,16,4s,"10.000 GB",7.688,0.384,"1.300 GB/s ","1.228 GB/s"
CPU,16,524288,20GB,16,4s,"20.000 GB",10.848,0.516,"1.843 GB/s ","1.745 GB/s"
CPU,16,1048576,1GB,16,4s,"1.000 GB",3.779,0.185,"270.936 MB/s ","249.271 MB/s"
CPU,16,1048576,5GB,16,4s,"5.000 GB",5.510,0.689,"929.147 MB/s ","805.966 MB/s"
CPU,16,1048576,10GB,16,4s,"10.000 GB",7.424,0.292,"1.347 GB/s ","1.267 GB/s"
CPU,16,1048576,20GB,16,4s,"20.000 GB",11.819,0.141,"1.691 GB/s ","1.650 GB/s"
CPU,16,2097152,1GB,16,4s,"1.000 GB",3.836,0.496,"266.946 MB/s ","228.572 MB/s"
CPU,16,2097152,5GB,16,4s,"5.000 GB",5.579,0.265,"917.681 MB/s ","848.229 MB/s"
CPU,16,2097152,10GB,16,4s,"10.000 GB",7.563,0.509,"1.321 GB/s ","1.217 GB/s"
CPU,16,2097152,20GB,16,4s,"20.000 GB",12.011,0.190,"1.665 GB/s ","1.614 GB/s"
CPU,16,4194304,1GB,16,4s,"1.000 GB",3.836,0.141,"266.974 MB/s ","246.505 MB/s"
CPU,16,4194304,5GB,16,4s,"5.000 GB",5.604,0.608,"913.619 MB/s ","799.249 MB/s"
CPU,16,4194304,10GB,16,4s,"10.000 GB",7.300,0.500,"1.369 GB/s ","1.258 GB/s"
CPU,16,4194304,20GB,16,4s,"20.000 GB",11.550,0.220,"1.731 GB/s ","1.663 GB/s"
