mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
CPU,2,2097152,5GB,2,4s,"5.000 GB",2.109,0.001,0.045,1.879,0.000,8.109,"2.371 GB/s ","1.216 GB/s"
CPU,2,2097152,10GB,2,4s,"10.000 GB",4.483,0.001,0.052,1.861,0.000,10.563,"2.230 GB/s ","1.523 GB/s"
CPU,2,2097152,20GB,2,4s,"20.000 GB",8.752,0.001,0.050,1.997,0.000,15.132,"2.284 GB/s ","1.796 GB/s"
CPU,2,4194304,1GB,2,4s,"1.000 GB",0.443,0.001,0.045,0.338,0.000,4.841,"2.254 GB/s ","1.188 GB/s"
CPU,2,4194304,5GB,2,4s,"5.000 GB",2.158,0.001,0.031,1.817,0.000,8.082,"2.316 GB/s ","1.225 GB/s"
CPU,2,4194304,10GB,2,4s,"10.000 GB",4.393,0.001,0.051,1.969,0.000,10.580,"2.275 GB/s ","1.520 GB/s"
CPU,2,4194304,20GB,2,4s,"20.000 GB",8.557,0.001,0.080,2.329,0.000,15.296,"2.337 GB/s ","1.771 GB/s"
CPU,4,65536,1GB,4,4s,"1.000 GB",0.531,0.000,0.005,0.510,0.000,5.056,"1.881 GB/s ","969.979 MB/s"
CPU,4,65536,5GB,4,4s,"5.000 GB",2.518,0.001,0.013,1.666,0.000,8.238,"1.985 GB/s ","1.180 GB/s"
CPU,4,65536,10GB,4,4s,"10.000 GB",5.045,0.001,0.881,2.402,0.000,12.416,"1.981 GB/s ","1.188 GB/s"
CPU,4,65536,20GB,4,4s,"20.000 GB",10.251,0.001,0.002,2.366,0.000,16.803,"1.950 GB/s ","1.562 GB/s"
CPU,4,131072,1GB,4,4s,"1.000 GB",0.532,0.001,0.042,0.489,0.000,5.072,"1.880 GB/s ","955.186 MB/s"
CPU,4,131072,5GB,4,4s,"5.000 GB",2.491,0.001,0.011,1.697,0.000,8.242,"2.007 GB/s ","1.179 GB/s"
CPU,4,131072,10GB,4,4s,"10.000 GB",5.126,0.001,0.009,2.620,0.000,11.841,"1.950 GB/s ","1.274 GB/s"
CPU,4,131072,20GB,4,4s,"20.000 GB",10.501,0.001,1.509,2.367,0.000,18.559,"1.904 GB/s ","1.373 GB/s"
CPU,4,262144,1GB,4,4s,"1.000 GB",0.529,0.001,0.004,0.503,0.000,5.045,"1.888 GB/s ","979.930 MB/s"
CPU,4,262144,5GB,4,4s,"5.000 GB",2.498,0.001,0.032,1.698,0.040,8.311,"2.001 GB/s ","1.159 GB/s"
CPU,4,262144,10GB,4,4s,"10.000 GB",5.075,0.001,0.006,2.560,0.000,11.732,"1.970 GB/s ","1.293 GB/s"
CPU,4,262144,20GB,4,4s,"20.000 GB",10.401,0.001,0.007,2.344,0.000,16.937,"1.923 GB/s ","1.546 GB/s"
CPU,4,524288,1GB,4,4s,"1.000 GB",0.523,0.001,0.003,0.507,0.000,5.041,"1.913 GB/s ","983.480 MB/s"
CPU,4,524288,5GB,4,4s,"5.000 GB",2.505,0.001,0.003,1.676,0.000,8.229,"1.995 GB/s ","1.182 GB/s"
CPU,4,524288,10GB,4,4s,"10.000 GB",5.016,0.001,0.005,2.487,0.000,11.601,"1.993 GB/s ","1.315 GB/s"
CPU,4,524288,20GB,4,4s,"20.000 GB",10.514,0.000,0.002,2.356,0.000,17.055,"1.901 GB/s ","1.531 GB/s"
CPU,4,1048576,1GB,4,4s,"1.000 GB",0.528,0.000,0.008,0.508,0.000,5.053,"1.894 GB/s ","972.787 MB/s"
CPU,4,1048576,5GB,4,4s,"5.000 GB",2.483,0.001,0.006,1.669,0.000,8.200,"2.013 GB/s ","1.190 GB/s"
CPU,4,1048576,10GB,4,4s,"10.000 GB",5.101,0.001,0.002,2.425,0.000,11.621,"1.960 GB/s ","1.312 GB/s"
CPU,4,1048576,20GB,4,4s,"20.000 GB",10.278,0.001,0.006,2.324,0.000,16.790,"1.945 GB/s ","1.563 GB/s"
CPU,4,2097152,1GB,4,4s,"1.000 GB",0.523,0.001,0.005,0.505,0.000,5.042,"1.913 GB/s ","982.364 MB/s"
CPU,4,2097152,5GB,4,4s,"5.000 GB",2.511,0.001,0.259,1.673,0.000,8.486,"1.990 GB/s ","1.114 GB/s"
CPU,4,2097152,10GB,4,4s,"10.000 GB",5.138,0.001,0.011,2.415,0.000,11.655,"1.946 GB/s ","1.306 GB/s"
CPU,4,2097152,20GB,4,4s,"20.000 GB",10.260,0.001,0.811,2.349,0.000,17.599,"1.949 GB/s ","1.470 GB/s"
CPU,4,4194304,1GB,4,4s,"1.000 GB",0.523,0.001,0.005,0.512,0.049,5.097,"1.911 GB/s ","933.047 MB/s"
CPU,4,4194304,5GB,4,4s,"5.000 GB",2.481,0.001,0.002,1.662,0.000,8.186,"2.015 GB/s ","1.194 GB/s"
CPU,4,4194304,10GB,4,4s,"10.000 GB",5.064,0.001,0.014,2.305,0.000,11.473,"1.975 GB/s ","1.338 GB/s"
CPU,4,4194304,20GB,4,4s,"20.000 GB",10.247,0.001,0.003,2.360,0.000,16.794,"1.951 GB/s ","1.562 GB/s"
CPU,8,65536,1GB,8,4s,"1.000 GB",1.599,0.001,0.153,0.522,0.088,6.409,"640.481 MB/s ","425.093 MB/s"
CPU,8,65536,5GB,8,4s,"5.000 GB",5.589,0.001,0.517,1.834,0.128,12.099,"916.052 MB/s ","632.174 MB/s"
CPU,8,65536,10GB,8,4s,"10.000 GB",11.059,0.001,0.017,1.487,0.064,16.703,"925.931 MB/s ","806.122 MB/s"
CPU,8,65536,20GB,8,4s,"20.000 GB",19.255,0.001,1.312,1.864,0.092,26.707,"1.038 GB/s ","901.905 MB/s"
CPU,8,131072,1GB,8,4s,"1.000 GB",1.661,0.001,0.176,0.555,0.124,6.522,"616.411 MB/s ","406.043 MB/s"
CPU,8,131072,5GB,8,4s,"5.000 GB",5.806,0.001,0.561,1.822,0.108,12.325,"881.783 MB/s ","615.044 MB/s"
CPU,8,131072,10GB,8,4s,"10.000 GB",9.938,0.001,0.025,2.494,0.092,16.622,"1.006 GB/s ","811.285 MB/s"
CPU,8,131072,20GB,8,4s,"20.000 GB",18.155,0.001,1.521,1.610,0.124,25.604,"1.102 GB/s ","947.990 MB/s"
CPU,8,262144,1GB,8,4s,"1.000 GB",1.942,0.001,0.417,0.315,0.112,6.825,"527.193 MB/s ","362.462 MB/s"
CPU,8,262144,5GB,8,4s,"5.000 GB",5.353,0.001,0.097,1.926,0.120,11.566,"956.508 MB/s ","676.706 MB/s"
CPU,8,262144,10GB,8,4s,"10.000 GB",10.314,0.001,0.375,2.746,0.024,17.531,"992.785 MB/s ","756.776 MB/s"
CPU,8,262144,20GB,8,4s,"20.000 GB",20.602,0.001,0.074,2.321,0.100,27.238,"994.057 MB/s ","881.312 MB/s"
CPU,8,524288,1GB,8,4s,"1.000 GB",1.926,0.001,0.190,0.510,0.088,6.721,"531.685 MB/s ","376.290 MB/s"
CPU,8,524288,5GB,8,4s,"5.000 GB",5.446,0.005,0.479,1.834,0.202,12.018,"940.189 MB/s ","638.600 MB/s"
CPU,8,524288,10GB,8,4s,"10.000 GB",8.671,0.001,1.251,2.697,0.049,16.767,"1.152 GB/s ","802.071 MB/s"
CPU,8,524288,20GB,8,4s,"20.000 GB",21.426,0.001,0.841,1.693,0.108,28.241,"955.833 MB/s ","844.864 MB/s"
CPU,8,1048576,1GB,8,4s,"1.000 GB",2.403,0.001,0.215,0.536,0.210,7.418,"426.104 MB/s ","299.553 MB/s"
CPU,8,1048576,5GB,8,4s,"5.000 GB",6.463,0.001,0.288,1.812,0.080,12.700,"792.201 MB/s ","588.486 MB/s"
CPU,8,1048576,10GB,8,4s,"10.000 GB",10.815,0.001,0.523,1.130,0.040,16.582,"946.864 MB/s ","813.836 MB/s"
CPU,8,1048576,20GB,8,4s,"20.000 GB",21.933,0.001,0.408,1.778,0.132,28.474,"933.735 MB/s ","836.790 MB/s"
CPU,8,2097152,1GB,8,4s,"1.000 GB",1.561,0.001,0.211,0.558,0.080,6.417,"655.788 MB/s ","423.582 MB/s"
CPU,8,2097152,5GB,8,4s,"5.000 GB",5.224,0.001,0.365,1.986,0.260,11.869,"980.064 MB/s ","650.694 MB/s"
CPU,8,2097152,10GB,8,4s,"10.000 GB",10.699,0.001,0.488,2.021,0.056,17.335,"957.084 MB/s ","767.903 MB/s"
CPU,8,2097152,20GB,8,4s,"20.000 GB",19.807,0.001,1.432,0.985,0.150,26.532,"1.009 GB/s ","908.922 MB/s"
CPU,8,4194304,1GB,8,4s,"1.000 GB",1.865,0.001,0.016,0.534,0.064,6.486,"549.005 MB/s ","411.836 MB/s"
CPU,8,4194304,5GB,8,4s,"5.000 GB",5.039,0.001,0.256,1.843,0.088,11.291,"1016.012 MB/s ","702.189 MB/s"
CPU,8,4194304,10GB,8,4s,"10.000 GB",10.908,0.001,0.813,1.111,0.188,17.090,"938.732 MB/s ","782.301 MB/s"
CPU,8,4194304,20GB,8,4s,"20.000 GB",20.410,0.001,1.405,1.548,0.033,27.536,"1003.417 MB/s ","870.143 MB/s"
CPU,16,65536,1GB,16,4s,"1.000 GB",5.115,0.001,0.372,0.858,0.536,11.008,"200.184 MB/s ","146.123 MB/s"
CPU,16,65536,5GB,16,4s,"5.000 GB",8.050,0.001,0.933,2.408,0.492,15.961,"636.039 MB/s ","428.058 MB/s"
CPU,16,65536,10GB,16,4s,"10.000 GB",10.968,0.001,1.174,1.985,0.401,18.622,"933.616 MB/s ","700.313 MB/s"
CPU,16,65536,20GB,16,4s,"20.000 GB",18.903,0.001,1.563,2.796,0.470,27.991,"1.058 GB/s ","853.661 MB/s"
CPU,16,131072,1GB,16,4s,"1.000 GB",5.242,0.001,0.470,0.871,0.490,11.182,"195.350 MB/s ","142.588 MB/s"
CPU,16,131072,5GB,16,4s,"5.000 GB",8.343,0.001,0.530,2.673,0.504,16.162,"613.671 MB/s ","420.970 MB/s"
CPU,16,131072,10GB,16,4s,"10.000 GB",11.868,0.001,0.608,2.073,0.612,19.295,"862.829 MB/s ","669.487 MB/s"
CPU,16,131072,20GB,16,4s,"20.000 GB",18.307,0.001,0.622,1.462,0.504,25.018,"1.092 GB/s ","974.424 MB/s"
CPU,16,262144,1GB,16,4s,"1.000 GB",5.447,0.000,0.501,0.942,0.468,11.437,"187.979 MB/s ","137.697 MB/s"
CPU,16,262144,5GB,16,4s,"5.000 GB",8.479,0.001,0.379,2.357,0.476,15.776,"603.828 MB/s ","434.799 MB/s"
CPU,16,262144,10GB,16,4s,"10.000 GB",11.183,0.001,1.080,1.636,0.422,18.397,"915.689 MB/s ","711.271 MB/s"
CPU,16,262144,20GB,16,4s,"20.000 GB",18.935,0.001,1.845,1.380,0.504,26.868,"1.056 GB/s ","895.559 MB/s"
CPU,16,524288,1GB,16,4s,"1.000 GB",4.828,0.001,0.501,0.798,0.576,10.785,"212.116 MB/s ","150.930 MB/s"
CPU,16,524288,5GB,16,4s,"5.000 GB",7.643,0.001,0.340,2.405,0.444,14.883,"669.869 MB/s ","470.441 MB/s"
CPU,16,524288,10GB,16,4s,"10.000 GB",10.947,0.000,0.586,2.106,0.536,18.285,"935.388 MB/s ","716.831 MB/s"
CPU,16,524288,20GB,16,4s,"20.000 GB",19.103,0.001,2.176,1.149,0.528,27.124,"1.047 GB/s ","885.678 MB/s"
CPU,16,1048576,1GB,16,4s,"1.000 GB",5.419,0.001,0.494,0.898,0.480,11.330,"188.961 MB/s ","139.707 MB/s"
CPU,16,1048576,5GB,16,4s,"5.000 GB",7.854,0.000,0.295,2.332,0.472,15.066,"651.905 MB/s ","462.676 MB/s"
CPU,16,1048576,10GB,16,4s,"10.000 GB",11.096,0.001,1.312,1.714,0.576,18.807,"922.815 MB/s ","691.543 MB/s"
CPU,16,1048576,20GB,16,4s,"20.000 GB",19.176,0.001,1.715,1.003,0.540,26.623,"1.042 GB/s ","905.268 MB/s"
CPU,16,2097152,1GB,16,4s,"1.000 GB",5.187,0.001,0.585,0.926,0.440,11.221,"197.397 MB/s ","141.813 MB/s"
CPU,16,2097152,5GB,16,4s,"5.000 GB",8.119,0.000,0.671,2.228,0.468,15.567,"630.625 MB/s ","442.649 MB/s"
CPU,16,2097152,10GB,16,4s,"10.000 GB",11.347,0.001,0.529,1.254,0.416,17.657,"902.477 MB/s ","749.808 MB/s"
CPU,16,2097152,20GB,16,4s,"20.000 GB",18.919,0.000,3.358,1.492,0.606,28.530,"1.057 GB/s ","834.904 MB/s"
CPU,16,4194304,1GB,16,4s,"1.000 GB",5.195,0.001,0.520,0.785,0.428,11.021,"197.094 MB/s ","145.854 MB/s"
CPU,16,4194304,5GB,16,4s,"5.000 GB",7.263,0.001,0.463,2.562,0.444,14.819,"704.938 MB/s ","473.228 MB/s"
CPU,16,4194304,10GB,16,4s,"10.000 GB",12.107,0.001,1.373,1.179,0.548,19.301,"845.767 MB/s ","669.241 MB/s"
CPU,16,4194304,20GB,16,4s,"20.000 GB",19.359,0.001,0.264,1.718,0.480,25.992,"1.032 GB/s ","931.266 MB/s"
