mode,io_threads,block_size,dataset_size,ranks,compute_time,write_size,raw_write_time,metadata_time,h5fcreate_time,h5fflush_time,h5fclose_time,completion_time,raw_write_rate,observed_write_rate
GPU,1,1048576,5GB#,1,4s,"576.000 B",0.000,0.001,0.005,0.000,0.000,4.007,"1.397 MB/s ","82.393 KB/s"
GPU,1,1048576,10GB,1,4s,"10.000 GB",0.000,0.000,0.001,0.000,0.000,4.122,"44.796 TB/s ","81.796 GB/s"
GPU,1,1048576,20GB,1,4s,"20.000 GB",0.000,0.000,0.001,0.000,0.000,4.222,"98.643 TB/s ","90.243 GB/s"
GPU,1,2097152,1GB,1,4s,"1.000 GB",0.000,0.000,0.001,0.000,0.000,4.020,"4.764 TB/s ","49.338 GB/s"
GPU,1,2097152,5GB#,1,4s,"576.000 B",0.000,0.001,0.004,0.000,0.000,4.005,"1.843 MB/s ","109.351 KB/s"
GPU,1,2097152,10GB,1,4s,"10.000 GB",0.000,0.000,0.001,0.000,0.000,4.122,"47.870 TB/s ","81.886 GB/s"
GPU,1,2097152,20GB,1,4s,"20.000 GB",0.000,0.000,0.001,0.000,0.000,4.226,"93.899 TB/s ","88.589 GB/s"
GPU,1,4194304,1GB,1,4s,"1.000 GB",0.000,0.000,0.001,0.000,0.000,4.022,"5.033 TB/s ","45.622 GB/s"
GPU,1,4194304,5GB#,1,4s,"576.000 B",0.000,0.001,0.005,0.000,0.000,4.007,"1.640 MB/s ","81.925 KB/s"
GPU,1,4194304,10GB,1,4s,"10.000 GB",0.000,0.000,0.001,0.000,0.000,4.124,"46.725 TB/s ","80.898 GB/s"
GPU,1,4194304,20GB,1,4s,"20.000 GB",0.000,0.000,0.001,0.000,0.000,4.224,"95.741 TB/s ","89.256 GB/s"
GPU,2,65536,1GB,2,4s,"1.000 GB",0.000,0.000,0.024,0.000,0.000,4.037,"8.877 TB/s ","27.198 GB/s"
GPU,2,65536,5GB#,2,4s,"512.000 B",0.000,0.001,0.005,0.000,0.000,4.007,"1.341 MB/s ","74.261 KB/s"
GPU,2,65536,10GB,2,4s,"10.000 GB",0.000,0.001,0.002,0.000,0.000,4.115,"38.906 TB/s ","87.188 GB/s"
GPU,2,65536,20GB,2,4s,"20.000 GB",0.000,0.001,0.002,0.000,0.000,4.217,"66.659 TB/s ","92.276 GB/s"
GPU,2,131072,1GB,2,4s,"1.000 GB",0.000,0.001,0.002,0.000,0.000,4.018,"3.321 TB/s ","56.528 GB/s"
GPU,2,131072,5GB#,2,4s,"512.000 B",0.000,0.000,0.004,0.000,0.000,4.005,"3.513 MB/s ","104.976 KB/s"
GPU,2,131072,10GB,2,4s,"10.000 GB",0.000,0.000,0.002,0.000,0.000,4.112,"112.248 TB/s ","89.120 GB/s"
GPU,2,131072,20GB,2,4s,"20.000 GB",0.000,0.001,0.003,0.000,0.000,4.218,"64.459 TB/s ","91.637 GB/s"
GPU,2,262144#,1GB,2,4s,"1.000 GB",0.000,0.001,0.002,0.001,0.000,4.018,"3.140 TB/s ","55.472 GB/s"
GPU,2,262144#,5GB#,2,4s,"512.000 B",0.000,0.000,0.005,0.000,0.000,4.006,"2.382 MB/s ","84.903 KB/s"
GPU,2,262144#,10GB,2,4s,"10.000 GB",0.000,0.000,0.003,0.000,0.000,4.112,"108.507 TB/s ","89.570 GB/s"
GPU,2,262144#,20GB,2,4s,"20.000 GB",0.000,0.001,0.004,0.000,0.000,4.220,"65.321 TB/s ","90.998 GB/s"
GPU,2,524288,1GB,2,4s,"1.000 GB",0.000,0.001,0.002,0.000,0.000,4.019,"3.255 TB/s ","52.551 GB/s"
GPU,2,524288,5GB#,2,4s,"512.000 B",0.000,0.001,0.005,0.000,0.000,4.007,"1.252 MB/s ","74.861 KB/s"
GPU,2,524288,10GB,2,4s,"10.000 GB",0.000,0.000,1.552,0.001,0.000,5.661,"106.147 TB/s ","6.021 GB/s"
GPU,2,524288,20GB,2,4s,"20.000 GB",0.000,0.001,0.002,0.000,0.000,4.225,"66.433 TB/s ","88.807 GB/s"
GPU,2,1048576,1GB,2,4s,"1.000 GB",0.000,0.001,0.086,0.000,0.000,4.114,"3.244 TB/s ","8.773 GB/s"
GPU,2,1048576,5GB#,2,4s,"512.000 B",0.000,0.001,0.002,0.000,0.000,4.003,"2.043 MB/s ","154.035 KB/s"
GPU,2,1048576,10GB,2,4s,"10.000 GB",0.000,0.001,0.002,0.000,0.000,4.118,"31.706 TB/s ","85.026 GB/s"
